"행정구역별","산업별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"진해구","금융 및 보험업","종사자수[명]","명","915","953","919","926","936",
"진해구","부동산업","사업체수[개]","개","406","591","618","647","607",
"진해구","부동산업","종사자수[명]","명","1044","1256","1325","1340","1343",
"진해구","전문,과학 및 기술 서비스업","사업체수[개]","개","108","268","283","291","291",
"진해구","전문,과학 및 기술 서비스업","종사자수[명]","명","386","686","745","824","869",
"진해구","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","146","349","335","304","285",
"진해구","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","1120","1961","1330","1339","1385",
"진해구","공공행정,국방 및 사회보장행정","사업체수[개]","개","42","43","45","44","44",
"진해구","공공행정,국방 및 사회보장행정","종사자수[명]","명","1262","3235","1486","1562","1449",
"진해구","교육서비스업","사업체수[개]","개","755","927","1016","1025","1062",
"진해구","교육서비스업","종사자수[명]","명","4559","4896","4716","4824","4710",
"진해구","보건업 및 사회복지 서비스업","사업체수[개]","개","524","525","571","591","589",
"진해구","보건업 및 사회복지 서비스업","종사자수[명]","명","5875","6422","6653","6808","6853",
"진해구","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","408","433","433","424","431",
"진해구","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","1491","1411","1219","1237","1214",
"진해구","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","1431","1613","1686","1745","1803",
"진해구","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","2443","2581","2635","2721","2826",
"중앙동","합계","사업체수[개]","개","383","","","","",
"중앙동","합계","여성대표자사업체수[개]","개","207","","","","",
"중앙동","합계","종사자수[명]","명","1397","","","","",
"중앙동","합계","남자종사자수[명]","명","598","","","","",
"중앙동","합계","여자종사자수[명]","명","799","","","","",
"중앙동","농업,임업 및 어업","사업체수[개]","개","0","","","","",
"중앙동","농업,임업 및 어업","종사자수[명]","명","0","","","","",
"중앙동","광업","사업체수[개]","개","0","","","","",
"중앙동","광업","종사자수[명]","명","0","","","","",
"중앙동","제조업","사업체수[개]","개","15","","","","",
"중앙동","제조업","종사자수[명]","명","48","","","","",
"중앙동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","","","","",
"중앙동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","","","","",
"중앙동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","0","","","","",
"중앙동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","0","","","","",
"중앙동","건설업","사업체수[개]","개","5","","","","",
"중앙동","건설업","종사자수[명]","명","38","","","","",
"중앙동"," 도매 및 소매업","사업체수[개]","개","71","","","","",
"중앙동"," 도매 및 소매업","종사자수[명]","명","161","","","","",
"중앙동","운수 및 창고업","사업체수[개]","개","7","","","","",
"중앙동","운수 및 창고업","종사자수[명]","명","9","","","","",
"중앙동","숙박 및 음식점업","사업체수[개]","개","134","","","","",
"중앙동","숙박 및 음식점업","종사자수[명]","명","326","","","","",
"중앙동","정보통신업","사업체수[개]","개","5","","","","",
"중앙동","정보통신업","종사자수[명]","명","109","","","","",
"중앙동","금융 및 보험업","사업체수[개]","개","2","","","","",
"중앙동","금융 및 보험업","종사자수[명]","명","9","","","","",
"중앙동","부동산업","사업체수[개]","개","11","","","","",
"중앙동","부동산업","종사자수[명]","명","43","","","","",
"중앙동","전문,과학 및 기술 서비스업","사업체수[개]","개","4","","","","",
"중앙동","전문,과학 및 기술 서비스업","종사자수[명]","명","8","","","","",
"중앙동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","3","","","","",
"중앙동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","6","","","","",
"중앙동","공공행정,국방 및 사회보장행정","사업체수[개]","개","2","","","","",
"중앙동","공공행정,국방 및 사회보장행정","종사자수[명]","명","32","","","","",
"중앙동","교육서비스업","사업체수[개]","개","38","","","","",
"중앙동","교육서비스업","종사자수[명]","명","195","","","","",
"중앙동","보건업 및 사회복지 서비스업","사업체수[개]","개","11","","","","",
"중앙동","보건업 및 사회복지 서비스업","종사자수[명]","명","243","","","","",
"중앙동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","17","","","","",
"중앙동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","61","","","","",
"중앙동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","58","","","","",
"중앙동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","109","","","","",
"태평동","합계","사업체수[개]","개","345","","","","",
"태평동","합계","여성대표자사업체수[개]","개","142","","","","",
"태평동","합계","종사자수[명]","명","1449","","","","",
"태평동","합계","남자종사자수[명]","명","843","","","","",
"태평동","합계","여자종사자수[명]","명","606","","","","",
"태평동","농업,임업 및 어업","사업체수[개]","개","0","","","","",
"태평동","농업,임업 및 어업","종사자수[명]","명","0","","","","",
"태평동","광업","사업체수[개]","개","0","","","","",
"태평동","광업","종사자수[명]","명","0","","","","",
"태평동","제조업","사업체수[개]","개","23","","","","",
"태평동","제조업","종사자수[명]","명","89","","","","",
"태평동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","","","","",
"태평동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","","","","",
"태평동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","1","","","","",
"태평동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","97","","","","",
"태평동","건설업","사업체수[개]","개","3","","","","",
"태평동","건설업","종사자수[명]","명","15","","","","",
"태평동"," 도매 및 소매업","사업체수[개]","개","75","","","","",
"태평동"," 도매 및 소매업","종사자수[명]","명","245","","","","",
"태평동","운수 및 창고업","사업체수[개]","개","23","","","","",
"태평동","운수 및 창고업","종사자수[명]","명","296","","","","",
"태평동","숙박 및 음식점업","사업체수[개]","개","112","","","","",
"태평동","숙박 및 음식점업","종사자수[명]","명","284","","","","",
"태평동","정보통신업","사업체수[개]","개","0","","","","",
"태평동","정보통신업","종사자수[명]","명","0","","","","",
"태평동","금융 및 보험업","사업체수[개]","개","2","","","","",
"태평동","금융 및 보험업","종사자수[명]","명","10","","","","",
"태평동","부동산업","사업체수[개]","개","10","","","","",
"태평동","부동산업","종사자수[명]","명","30","","","","",
"태평동","전문,과학 및 기술 서비스업","사업체수[개]","개","4","","","","",
"태평동","전문,과학 및 기술 서비스업","종사자수[명]","명","8","","","","",
"태평동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","3","","","","",
"태평동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","9","","","","",
"태평동","공공행정,국방 및 사회보장행정","사업체수[개]","개","1","","","","",
"태평동","공공행정,국방 및 사회보장행정","종사자수[명]","명","25","","","","",
"태평동","교육서비스업","사업체수[개]","개","9","","","","",
"태평동","교육서비스업","종사자수[명]","명","66","","","","",
"태평동","보건업 및 사회복지 서비스업","사업체수[개]","개","15","","","","",
"태평동","보건업 및 사회복지 서비스업","종사자수[명]","명","176","","","","",
"태평동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","9","","","","",
"태평동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","18","","","","",
"태평동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","55","","","","",
"태평동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","81","","","","",
"충무동","합계","사업체수[개]","개","1090","2116","2042","1967","691",
"충무동","합계","여성대표자사업체수[개]","개","662","1139","1094","1062","315",
"충무동","합계","종사자수[명]","명","2661","5622","5338","5223","2234",
"충무동","합계","남자종사자수[명]","명","931","2333","2313","2288","847",
"충무동","합계","여자종사자수[명]","명","1730","3289","3025","2935","1387",
"충무동","농업,임업 및 어업","사업체수[개]","개","0","0","0","-","-",
"충무동","농업,임업 및 어업","종사자수[명]","명","0","0","0","-","-",
"충무동","광업","사업체수[개]","개","0","0","0","-","-",
"충무동","광업","종사자수[명]","명","0","0","0","-","-",
"충무동","제조업","사업체수[개]","개","45","89","81","75","26",
"충무동","제조업","종사자수[명]","명","107","253","219","209","60",
"충무동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","2","2","-","1",
"충무동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","2","2","-","X",
"충무동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","0","2","2","2","1",
"충무동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","0","101","102","X","X",
"충무동","건설업","사업체수[개]","개","9","64","64","57","34",
"충무동","건설업","종사자수[명]","명","35","144","151","141","136",
"충무동"," 도매 및 소매업","사업체수[개]","개","387","646","583","580","175",
"충무동"," 도매 및 소매업","종사자수[명]","명","754","1090","996","1005","254",
"충무동","운수 및 창고업","사업체수[개]","개","14","66","71","67","64",
"충무동","운수 및 창고업","종사자수[명]","명","24","357","386","348","74",
"충무동","숙박 및 음식점업","사업체수[개]","개","398","687","672","641","123",
"충무동","숙박 및 음식점업","종사자수[명]","명","931","1357","1243","1276","217",
"충무동","정보통신업","사업체수[개]","개","1","9","10","8","5",
"충무동","정보통신업","종사자수[명]","명","42","166","109","102","13",
"충무동","금융 및 보험업","사업체수[개]","개","10","18","16","15","6",
"충무동","금융 및 보험업","종사자수[명]","명","69","101","112","105","71",
"충무동","부동산업","사업체수[개]","개","8","48","47","45","20",
"충무동","부동산업","종사자수[명]","명","17","109","110","117","28",
"충무동","전문,과학 및 기술 서비스업","사업체수[개]","개","3","20","22","20","16",
"충무동","전문,과학 및 기술 서비스업","종사자수[명]","명","3","27","75","63","50",
"충무동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","5","27","26","25","16",
"충무동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","13","86","48","47","42",
"충무동","공공행정,국방 및 사회보장행정","사업체수[개]","개","3","7","7","7","1",
"충무동","공공행정,국방 및 사회보장행정","종사자수[명]","명","47","112","119","108","X",
"충무동","교육서비스업","사업체수[개]","개","21","75","77","69","46",
"충무동","교육서비스업","종사자수[명]","명","93","490","350","301","422",
"충무동","보건업 및 사회복지 서비스업","사업체수[개]","개","34","60","69","75","30",
"충무동","보건업 및 사회복지 서비스업","종사자수[명]","명","281","771","887","879","522",
"충무동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","36","58","60","49","23",
"충무동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","63","103","97","82","121",
"충무동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","116","238","233","232","104",
"충무동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","182","353","332","339","172",
"여좌동","합계","사업체수[개]","개","553","717","706","677","243",
"여좌동","합계","여성대표자사업체수[개]","개","253","321","310","298","89",
"여좌동","합계","종사자수[명]","명","1818","2250","2174","2206","767",
"여좌동","합계","남자종사자수[명]","명","732","923","851","876","361",
"여좌동","합계","여자종사자수[명]","명","1086","1327","1323","1330","406",
"여좌동","농업,임업 및 어업","사업체수[개]","개","0","0","0","-","-",
"여좌동","농업,임업 및 어업","종사자수[명]","명","0","0","0","-","-",
"여좌동","광업","사업체수[개]","개","0","0","0","-","-",
"여좌동","광업","종사자수[명]","명","0","0","0","-","-",
"여좌동","제조업","사업체수[개]","개","25","38","39","36","19",
"여좌동","제조업","종사자수[명]","명","75","89","98","91","30",
"여좌동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","1","2","1","1","-",
"여좌동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","36","37","36","X","-",
"여좌동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","0","1","2","1","-",
"여좌동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","0","1","2","X","-",
"여좌동","건설업","사업체수[개]","개","17","36","42","34","24",
"여좌동","건설업","종사자수[명]","명","51","193","131","146","53",
"여좌동"," 도매 및 소매업","사업체수[개]","개","144","191","186","177","65",
"여좌동"," 도매 및 소매업","종사자수[명]","명","260","286","294","272","119",
"여좌동","운수 및 창고업","사업체수[개]","개","45","54","57","57","23",
"여좌동","운수 및 창고업","종사자수[명]","명","70","61","69","65","109",
"여좌동","숙박 및 음식점업","사업체수[개]","개","103","118","114","111","31",
"여좌동","숙박 및 음식점업","종사자수[명]","명","201","211","214","209","46",
"여좌동","정보통신업","사업체수[개]","개","1","3","4","3","2",
"여좌동","정보통신업","종사자수[명]","명","4","10","7","10","X",
"여좌동","금융 및 보험업","사업체수[개]","개","6","8","6","5","-",
"여좌동","금융 및 보험업","종사자수[명]","명","71","73","73","72","-",
"여좌동","부동산업","사업체수[개]","개","12","26","20","19","5",
"여좌동","부동산업","종사자수[명]","명","15","47","28","27","8",
"여좌동","전문,과학 및 기술 서비스업","사업체수[개]","개","8","17","18","16","2",
"여좌동","전문,과학 및 기술 서비스업","종사자수[명]","명","52","31","60","52","X",
"여좌동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","7","21","18","16","3",
"여좌동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","37","59","42","38","4",
"여좌동","공공행정,국방 및 사회보장행정","사업체수[개]","개","2","1","1","1","2",
"여좌동","공공행정,국방 및 사회보장행정","종사자수[명]","명","12","15","13","X","X",
"여좌동","교육서비스업","사업체수[개]","개","40","45","46","50","8",
"여좌동","교육서비스업","종사자수[명]","명","445","432","423","456","52",
"여좌동","보건업 및 사회복지 서비스업","사업체수[개]","개","30","32","28","30","11",
"여좌동","보건업 및 사회복지 서비스업","종사자수[명]","명","258","445","440","471","242",
"여좌동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","19","19","21","19","4",
"여좌동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","78","87","99","97","5",
"여좌동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","93","105","103","101","44",
"여좌동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","153","173","145","148","73",
"태백동","합계","사업체수[개]","개","239","301","277","247","696",
"태백동","합계","여성대표자사업체수[개]","개","91","117","114","95","304",
"태백동","합계","종사자수[명]","명","903","993","869","845","1393",
"태백동","합계","남자종사자수[명]","명","405","447","367","365","603",
"태백동","합계","여자종사자수[명]","명","498","546","502","480","790",
"태백동","농업,임업 및 어업","사업체수[개]","개","0","0","0","-","-",
"태백동","농업,임업 및 어업","종사자수[명]","명","0","0","0","-","-",
"태백동","광업","사업체수[개]","개","0","0","0","-","-",
"태백동","광업","종사자수[명]","명","0","0","0","-","-",
"태백동","제조업","사업체수[개]","개","25","28","22","20","25",
"태백동","제조업","종사자수[명]","명","64","66","42","40","38",
"태백동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","0","0","-","1",
"태백동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","0","0","-","X",
"태백동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","0","0","0","-","1",
"태백동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","0","0","0","-","X",
"태백동","건설업","사업체수[개]","개","15","33","31","26","52",
"태백동","건설업","종사자수[명]","명","69","113","66","61","102",
"태백동"," 도매 및 소매업","사업체수[개]","개","60","85","72","63","163",
"태백동"," 도매 및 소매업","종사자수[명]","명","151","156","143","125","289",
"태백동","운수 및 창고업","사업체수[개]","개","27","27","24","21","105",
"태백동","운수 및 창고업","종사자수[명]","명","130","105","101","109","105",
"태백동","숙박 및 음식점업","사업체수[개]","개","33","34","38","33","106",
"태백동","숙박 및 음식점업","종사자수[명]","명","68","58","64","58","172",
"태백동","정보통신업","사업체수[개]","개","1","2","3","2","5",
"태백동","정보통신업","종사자수[명]","명","1","2","3","X","12",
"태백동","금융 및 보험업","사업체수[개]","개","0","0","0","-","5",
"태백동","금융 및 보험업","종사자수[명]","명","0","0","0","-","25",
"태백동","부동산업","사업체수[개]","개","5","6","7","5","24",
"태백동","부동산업","종사자수[명]","명","8","10","9","7","63",
"태백동","전문,과학 및 기술 서비스업","사업체수[개]","개","1","3","3","2","14",
"태백동","전문,과학 및 기술 서비스업","종사자수[명]","명","1","4","3","X","26",
"태백동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","3","7","7","4","20",
"태백동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","5","10","10","4","45",
"태백동","공공행정,국방 및 사회보장행정","사업체수[개]","개","2","2","2","2","1",
"태백동","공공행정,국방 및 사회보장행정","종사자수[명]","명","21","16","20","X","X",
"태백동","교육서비스업","사업체수[개]","개","7","6","6","8","39",
"태백동","교육서비스업","종사자수[명]","명","52","54","60","58","120",
"태백동","보건업 및 사회복지 서비스업","사업체수[개]","개","10","11","12","13","23",
"태백동","보건업 및 사회복지 서비스업","종사자수[명]","명","232","291","262","254","230",
"태백동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","2","4","4","4","15",
"태백동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","3","5","4","5","20",
"태백동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","48","53","46","44","97",
"태백동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","98","103","82","79","130",
"경화동","합계","사업체수[개]","개","491","666","702","703","608",
"경화동","합계","여성대표자사업체수[개]","개","249","301","322","317","329",
"경화동","합계","종사자수[명]","명","1344","1359","1372","1299","1436",
"경화동","합계","남자종사자수[명]","명","499","611","581","566","564",
"경화동","합계","여자종사자수[명]","명","845","748","791","733","872",
"경화동","농업,임업 및 어업","사업체수[개]","개","0","0","0","-","-",
"경화동","농업,임업 및 어업","종사자수[명]","명","0","0","0","-","-",
"경화동","광업","사업체수[개]","개","0","0","0","-","-",
"경화동","광업","종사자수[명]","명","0","0","0","-","-",
"경화동","제조업","사업체수[개]","개","20","30","34","33","35",
"경화동","제조업","종사자수[명]","명","51","70","44","52","57",
"경화동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","1","1","1","-",
"경화동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","1","1","X","-",
"경화동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","0","1","1","-","-",
"경화동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","0","1","4","-","-",
"경화동","건설업","사업체수[개]","개","21","44","47","50","30",
"경화동","건설업","종사자수[명]","명","82","120","125","92","59",
"경화동"," 도매 및 소매업","사업체수[개]","개","91","157","171","177","181",
"경화동"," 도매 및 소매업","종사자수[명]","명","193","254","280","246","383",
"경화동","운수 및 창고업","사업체수[개]","개","64","97","93","90","31",
"경화동","운수 및 창고업","종사자수[명]","명","76","115","106","90","34",
"경화동","숙박 및 음식점업","사업체수[개]","개","105","118","114","105","137",
"경화동","숙박 및 음식점업","종사자수[명]","명","194","172","163","156","256",
"경화동","정보통신업","사업체수[개]","개","1","3","5","4","4",
"경화동","정보통신업","종사자수[명]","명","4","10","9","8","4",
"경화동","금융 및 보험업","사업체수[개]","개","3","5","5","4","3",
"경화동","금융 및 보험업","종사자수[명]","명","23","31","25","23","26",
"경화동","부동산업","사업체수[개]","개","19","22","21","25","20",
"경화동","부동산업","종사자수[명]","명","62","50","46","60","33",
"경화동","전문,과학 및 기술 서비스업","사업체수[개]","개","3","13","11","11","8",
"경화동","전문,과학 및 기술 서비스업","종사자수[명]","명","3","22","16","26","8",
"경화동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","8","19","19","20","6",
"경화동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","126","28","32","41","6",
"경화동","공공행정,국방 및 사회보장행정","사업체수[개]","개","1","1","1","1","2",
"경화동","공공행정,국방 및 사회보장행정","종사자수[명]","명","16","44","11","X","X",
"경화동","교육서비스업","사업체수[개]","개","39","41","44","41","39",
"경화동","교육서비스업","종사자수[명]","명","170","150","146","132","244",
"경화동","보건업 및 사회복지 서비스업","사업체수[개]","개","21","20","28","27","33",
"경화동","보건업 및 사회복지 서비스업","종사자수[명]","명","194","157","217","218","199",
"경화동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","16","12","14","16","4",
"경화동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","28","18","18","18","10",
"경화동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","79","82","93","98","75",
"경화동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","122","116","129","126","88",
"병암동","합계","사업체수[개]","개","492","616","646","612","1441",
"병암동","합계","여성대표자사업체수[개]","개","263","313","332","329","736",
"병암동","합계","종사자수[명]","명","1432","1546","1478","1435","4746",
"병암동","합계","남자종사자수[명]","명","579","653","608","565","1799",
"병암동","합계","여자종사자수[명]","명","853","893","870","870","2947",
"병암동","농업,임업 및 어업","사업체수[개]","개","0","0","0","-","-",
"병암동","농업,임업 및 어업","종사자수[명]","명","0","0","0","-","-",
"병암동","광업","사업체수[개]","개","0","0","0","-","-",
"병암동","광업","종사자수[명]","명","0","0","0","-","-",
"병암동","제조업","사업체수[개]","개","33","43","41","36","21",
"병암동","제조업","종사자수[명]","명","80","110","73","70","30",
"병암동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","0","0","-","4",
"병암동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","0","0","-","5",
"병암동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","0","0","0","-","2",
"병암동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","0","0","0","-","X",
"병암동","건설업","사업체수[개]","개","10","24","31","26","38",
"병암동","건설업","종사자수[명]","명","54","72","54","40","169",
"병암동"," 도매 및 소매업","사업체수[개]","개","156","212","202","197","364",
"병암동"," 도매 및 소매업","종사자수[명]","명","446","469","441","420","869",
"병암동","운수 및 창고업","사업체수[개]","개","22","29","39","27","68",
"병암동","운수 및 창고업","종사자수[명]","명","24","34","45","30","69",
"병암동","숙박 및 음식점업","사업체수[개]","개","117","126","141","129","336",
"병암동","숙박 및 음식점업","종사자수[명]","명","232","223","228","221","872",
"병암동","정보통신업","사업체수[개]","개","0","1","3","3","8",
"병암동","정보통신업","종사자수[명]","명","0","1","3","3","23",
"병암동","금융 및 보험업","사업체수[개]","개","2","2","3","3","20",
"병암동","금융 및 보험업","종사자수[명]","명","20","20","26","24","327",
"병암동","부동산업","사업체수[개]","개","16","18","19","21","58",
"병암동","부동산업","종사자수[명]","명","37","42","42","36","146",
"병암동","전문,과학 및 기술 서비스업","사업체수[개]","개","3","12","12","9","36",
"병암동","전문,과학 및 기술 서비스업","종사자수[명]","명","10","16","16","10","149",
"병암동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","4","10","10","6","16",
"병암동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","7","10","10","6","67",
"병암동","공공행정,국방 및 사회보장행정","사업체수[개]","개","3","3","3","2","6",
"병암동","공공행정,국방 및 사회보장행정","종사자수[명]","명","26","35","27","X","214",
"병암동","교육서비스업","사업체수[개]","개","30","31","35","39","160",
"병암동","교육서비스업","종사자수[명]","명","213","222","219","245","588",
"병암동","보건업 및 사회복지 서비스업","사업체수[개]","개","25","25","26","29","77",
"병암동","보건업 및 사회복지 서비스업","종사자수[명]","명","179","184","185","194","845",
"병암동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","8","6","6","7","50",
"병암동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","21","19","15","15","108",
"병암동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","63","74","75","78","177",
"병암동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","83","89","94","97","246",
"석동","합계","사업체수[개]","개","1266","1489","1450","1418","1039",
"석동","합계","여성대표자사업체수[개]","개","686","761","731","724","481",
"석동","합계","종사자수[명]","명","5093","5058","4698","4753","2595",
"석동","합계","남자종사자수[명]","명","1695","1930","1770","1649","1101",
"석동","합계","여자종사자수[명]","명","3398","3128","2928","3104","1494",
"석동","농업,임업 및 어업","사업체수[개]","개","0","0","0","-","1",
"석동","농업,임업 및 어업","종사자수[명]","명","0","0","0","-","X",
"석동","광업","사업체수[개]","개","0","0","0","-","-",
"석동","광업","종사자수[명]","명","0","0","0","-","-",
"석동","제조업","사업체수[개]","개","19","24","20","21","22",
"석동","제조업","종사자수[명]","명","36","52","34","31","39",
"석동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","0","4","4","4","5",
"석동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","0","33","4","4","19",
"석동","수도, 하수 및 폐기물 처리, 원료 재생업","사업체수[개]","개","1","1","2","2","2",
"석동","수도, 하수 및 폐기물 처리, 원료 재생업","종사자수[명]","명","23","17","29","X","X",
"석동","건설업","사업체수[개]","개","14","37","39","30","76",
"석동","건설업","종사자수[명]","명","72","266","237","170","175",
"석동"," 도매 및 소매업","사업체수[개]","개","333","405","371","364","227",
"석동"," 도매 및 소매업","종사자수[명]","명","995","901","899","922","440",
"석동","운수 및 창고업","사업체수[개]","개","54","60","61","57","82",
"석동","운수 및 창고업","종사자수[명]","명","64","63","64","58","189",
"석동","숙박 및 음식점업","사업체수[개]","개","341","351","353","338","363",
"석동","숙박 및 음식점업","종사자수[명]","명","963","823","742","792","754",
"석동","정보통신업","사업체수[개]","개","2","9","7","6","10",
"석동","정보통신업","종사자수[명]","명","27","19","19","37","13",
"석동","금융 및 보험업","사업체수[개]","개","22","26","27","20","6",
"석동","금융 및 보험업","종사자수[명]","명","359","354","317","315","30",
"석동","부동산업","사업체수[개]","개","45","56","56","57","13",
"석동","부동산업","종사자수[명]","명","151","117","146","141","30",
"석동","전문,과학 및 기술 서비스업","사업체수[개]","개","19","40","42","42","11",
"석동","전문,과학 및 기술 서비스업","종사자수[명]","명","124","191","126","127","22",
"석동","사업시설관리, 사업지원 및 임대 서비스업","사업체수[개]","개","15","25","21","21","25",
"석동","사업시설관리, 사업지원 및 임대 서비스업","종사자수[명]","명","98","120","70","93","77",
"석동","공공행정,국방 및 사회보장행정","사업체수[개]","개","6","6","6","6","2",
"석동","공공행정,국방 및 사회보장행정","종사자수[명]","명","190","175","205","221","X",
"석동","교육서비스업","사업체수[개]","개","136","162","153","147","22",
"석동","교육서비스업","종사자수[명]","명","718","753","633","630","66",
"석동","보건업 및 사회복지 서비스업","사업체수[개]","개","70","68","72","77","19",
"석동","보건업 및 사회복지 서비스업","종사자수[명]","명","913","833","837","819","513",
"석동","예술,스포츠 및 여가관련 서비스업","사업체수[개]","개","53","56","46","48","26",
"석동","예술,스포츠 및 여가관련 서비스업","종사자수[명]","명","152","115","99","113","30",
"석동","협회 및 단체,수리 및 기타 개인서비스업","사업체수[개]","개","136","159","170","178","127",
"석동","협회 및 단체,수리 및 기타 개인서비스업","종사자수[명]","명","208","226","237","242","161",
"이동","합계","사업체수[개]","개","834","1016","1035","1024","1109",
"이동","합계","여성대표자사업체수[개]","개","402","469","482","477","521",
"이동","합계","종사자수[명]","명","2673","2591","2537","2626","2535",
"이동","합계","남자종사자수[명]","명","1117","1133","1104","1172","1017",
"이동","합계","여자종사자수[명]","명","1556","1458","1433","1454","1518",
"이동","농업,임업 및 어업","사업체수[개]","개","0","1","1","1","1",
"이동","농업,임업 및 어업","종사자수[명]","명","0","1","1","X","X",
"이동","광업","사업체수[개]","개","0","0","0","-","-",
"이동","광업","종사자수[명]","명","0","0","0","-","-",
"이동","제조업","사업체수[개]","개","21","33","32","32","29",
"이동","제조업","종사자수[명]","명","80","103","66","63","38",
"이동","전기,가스,증기 및 공기조절 공급업","사업체수[개]","개","1","4","4","3","2",
"이동","전기,가스,증기 및 공기조절 공급업","종사자수[명]","명","1","9","17","12","X",
