arrprevstationcnt,arrtime,nodeid,nodenm,routeid,routeno,routetp,vehicletp,station_id,ts
1,11,CWB379001312,경동메르빌APT,CWB379001600,160,간선버스,저상버스,CWB379001312,2025-09-07T21:15:58+09:00
8,401,CWB379001312,경동메르빌APT,CWB379002530,253,지선버스,저상버스,CWB379001312,2025-09-07T21:15:58+09:00
13,771,CWB379001312,경동메르빌APT,CWB379002580,258,지선버스,저상버스,CWB379001312,2025-09-07T21:15:58+09:00
14,912,CWB379001312,경동메르빌APT,CWB379002590,259,지선버스,저상버스,CWB379001312,2025-09-07T21:15:58+09:00
17,1074,CWB379001312,경동메르빌APT,CWB379002630,263,지선버스,일반차량,CWB379001312,2025-09-07T21:15:58+09:00
15,807,CWB379001347,반월민원센터,CWB379000200,20,지선버스,저상버스,CWB379001347,2025-09-07T21:15:58+09:00
23,1157,CWB379001347,반월민원센터,CWB379000220,22,지선버스,저상버스,CWB379001347,2025-09-07T21:15:58+09:00
34,2029,CWB379001347,반월민원센터,CWB379000240,24,지선버스,저상버스,CWB379001347,2025-09-07T21:15:58+09:00
22,1212,CWB379001347,반월민원센터,CWB379000400,40,지선버스,일반차량,CWB379001347,2025-09-07T21:15:58+09:00
28,1601,CWB379001347,반월민원센터,CWB379000410,41,지선버스,일반차량,CWB379001347,2025-09-07T21:15:58+09:00
48,2884,CWB379001347,반월민원센터,CWB379000450,45,지선버스,저상버스,CWB379001347,2025-09-07T21:15:58+09:00
28,1473,CWB379001347,반월민원센터,CWB379000500,50,지선버스,저상버스,CWB379001347,2025-09-07T21:15:58+09:00
33,1878,CWB379001347,반월민원센터,CWB379000530,53,지선버스,저상버스,CWB379001347,2025-09-07T21:15:58+09:00
29,1759,CWB379001347,반월민원센터,CWB379000540,54,지선버스,일반차량,CWB379001347,2025-09-07T21:15:58+09:00
6,306,CWB379001347,반월민원센터,CWB379000620,62,지선버스,일반차량,CWB379001347,2025-09-07T21:15:58+09:00
13,698,CWB379001313,경동메르빌APT,CWB379000200,20,지선버스,저상버스,CWB379001313,2025-09-07T21:15:59+09:00
21,1048,CWB379001313,경동메르빌APT,CWB379000220,22,지선버스,저상버스,CWB379001313,2025-09-07T21:15:59+09:00
32,1920,CWB379001313,경동메르빌APT,CWB379000240,24,지선버스,저상버스,CWB379001313,2025-09-07T21:15:59+09:00
20,1103,CWB379001313,경동메르빌APT,CWB379000400,40,지선버스,일반차량,CWB379001313,2025-09-07T21:15:59+09:00
26,1492,CWB379001313,경동메르빌APT,CWB379000410,41,지선버스,일반차량,CWB379001313,2025-09-07T21:15:59+09:00
46,2775,CWB379001313,경동메르빌APT,CWB379000450,45,지선버스,저상버스,CWB379001313,2025-09-07T21:15:59+09:00
26,1364,CWB379001313,경동메르빌APT,CWB379000500,50,지선버스,저상버스,CWB379001313,2025-09-07T21:15:59+09:00
31,1769,CWB379001313,경동메르빌APT,CWB379000530,53,지선버스,저상버스,CWB379001313,2025-09-07T21:15:59+09:00
27,1650,CWB379001313,경동메르빌APT,CWB379000540,54,지선버스,일반차량,CWB379001313,2025-09-07T21:15:59+09:00
4,197,CWB379001313,경동메르빌APT,CWB379000620,62,지선버스,일반차량,CWB379001313,2025-09-07T21:15:59+09:00
19,1016,CWB379001418,"경남대,서중학교",CWB379000200,20,지선버스,저상버스,CWB379001418,2025-09-07T21:15:59+09:00
27,1378,CWB379001418,"경남대,서중학교",CWB379000220,22,지선버스,저상버스,CWB379001418,2025-09-07T21:15:59+09:00
18,1003,CWB379001418,"경남대,서중학교",CWB379000270,27,지선버스,저상버스,CWB379001418,2025-09-07T21:15:59+09:00
26,1433,CWB379001418,"경남대,서중학교",CWB379000400,40,지선버스,일반차량,CWB379001418,2025-09-07T21:15:59+09:00
32,1822,CWB379001418,"경남대,서중학교",CWB379000410,41,지선버스,일반차량,CWB379001418,2025-09-07T21:15:59+09:00
52,3105,CWB379001418,"경남대,서중학교",CWB379000450,45,지선버스,저상버스,CWB379001418,2025-09-07T21:15:59+09:00
32,1694,CWB379001418,"경남대,서중학교",CWB379000500,50,지선버스,저상버스,CWB379001418,2025-09-07T21:15:59+09:00
37,2099,CWB379001418,"경남대,서중학교",CWB379000530,53,지선버스,저상버스,CWB379001418,2025-09-07T21:15:59+09:00
33,1984,CWB379001418,"경남대,서중학교",CWB379000540,54,지선버스,일반차량,CWB379001418,2025-09-07T21:15:59+09:00
3,208,CWB379001418,"경남대,서중학교",CWB379001000,100,간선버스,저상버스,CWB379001418,2025-09-07T21:15:59+09:00
12,730,CWB379001114,자유무역지역정문,CWB379000220,22,지선버스,저상버스,CWB379001114,2025-09-07T21:16:00+09:00
40,2484,CWB379001114,자유무역지역정문,CWB379000640,64,지선버스,일반차량,CWB379001114,2025-09-07T21:16:00+09:00
5,307,CWB379001114,자유무역지역정문,CWB379000700,70,지선버스,저상버스,CWB379001114,2025-09-07T21:16:00+09:00
36,2355,CWB379001114,자유무역지역정문,CWB379000720,72,지선버스,저상버스,CWB379001114,2025-09-07T21:16:00+09:00
1,32,CWB379001114,자유무역지역정문,CWB379001070,107,간선버스,저상버스,CWB379001114,2025-09-07T21:16:00+09:00
1,8,CWB379001114,자유무역지역정문,CWB379001140,114,간선버스,저상버스,CWB379001114,2025-09-07T21:16:00+09:00
6,379,CWB379001114,자유무역지역정문,CWB379001600,160,간선버스,저상버스,CWB379001114,2025-09-07T21:16:00+09:00
1,6,CWB379001114,자유무역지역정문,CWB379001630,163,간선버스,저상버스,CWB379001114,2025-09-07T21:16:00+09:00
20,1298,CWB379001114,자유무역지역정문,CWB379002590,259,지선버스,저상버스,CWB379001114,2025-09-07T21:16:00+09:00
23,1514,CWB379001114,자유무역지역정문,CWB379002630,263,지선버스,일반차량,CWB379001114,2025-09-07T21:16:00+09:00
5,309,CWB379001107,자유무역지역정문,CWB379000200,20,지선버스,저상버스,CWB379001107,2025-09-07T21:16:00+09:00
14,703,CWB379001107,자유무역지역정문,CWB379000220,22,지선버스,저상버스,CWB379001107,2025-09-07T21:16:00+09:00
13,716,CWB379001107,자유무역지역정문,CWB379000400,40,지선버스,일반차량,CWB379001107,2025-09-07T21:16:00+09:00
19,1130,CWB379001107,자유무역지역정문,CWB379000410,41,지선버스,일반차량,CWB379001107,2025-09-07T21:16:00+09:00
39,2430,CWB379001107,자유무역지역정문,CWB379000450,45,지선버스,저상버스,CWB379001107,2025-09-07T21:16:00+09:00
19,1032,CWB379001107,자유무역지역정문,CWB379000500,50,지선버스,저상버스,CWB379001107,2025-09-07T21:16:00+09:00
20,1028,CWB379001107,자유무역지역정문,CWB379000700,70,지선버스,저상버스,CWB379001107,2025-09-07T21:16:00+09:00
6,318,CWB379001107,자유무역지역정문,CWB379001020,102,간선버스,저상버스,CWB379001107,2025-09-07T21:16:00+09:00
14,783,CWB379001107,자유무역지역정문,CWB379001070,107,간선버스,저상버스,CWB379001107,2025-09-07T21:16:00+09:00
12,811,CWB379001107,자유무역지역정문,CWB379001080,108,간선버스,저상버스,CWB379001107,2025-09-07T21:16:00+09:00
6,351,CWB379001139,오동교,CWB379000200,20,지선버스,저상버스,CWB379001139,2025-09-07T21:16:01+09:00
15,745,CWB379001139,오동교,CWB379000220,22,지선버스,저상버스,CWB379001139,2025-09-07T21:16:01+09:00
14,758,CWB379001139,오동교,CWB379000400,40,지선버스,일반차량,CWB379001139,2025-09-07T21:16:01+09:00
20,1172,CWB379001139,오동교,CWB379000410,41,지선버스,일반차량,CWB379001139,2025-09-07T21:16:01+09:00
40,2472,CWB379001139,오동교,CWB379000450,45,지선버스,저상버스,CWB379001139,2025-09-07T21:16:01+09:00
20,1074,CWB379001139,오동교,CWB379000500,50,지선버스,저상버스,CWB379001139,2025-09-07T21:16:01+09:00
21,1070,CWB379001139,오동교,CWB379000700,70,지선버스,저상버스,CWB379001139,2025-09-07T21:16:01+09:00
7,360,CWB379001139,오동교,CWB379001020,102,간선버스,저상버스,CWB379001139,2025-09-07T21:16:01+09:00
15,825,CWB379001139,오동교,CWB379001070,107,간선버스,저상버스,CWB379001139,2025-09-07T21:16:01+09:00
13,853,CWB379001139,오동교,CWB379001080,108,간선버스,저상버스,CWB379001139,2025-09-07T21:16:01+09:00
7,398,CWB379001173,오동동아구찜거리,CWB379000200,20,지선버스,저상버스,CWB379001173,2025-09-07T21:16:02+09:00
16,792,CWB379001173,오동동아구찜거리,CWB379000220,22,지선버스,저상버스,CWB379001173,2025-09-07T21:16:02+09:00
15,805,CWB379001173,오동동아구찜거리,CWB379000400,40,지선버스,일반차량,CWB379001173,2025-09-07T21:16:02+09:00
21,1219,CWB379001173,오동동아구찜거리,CWB379000410,41,지선버스,일반차량,CWB379001173,2025-09-07T21:16:02+09:00
41,2519,CWB379001173,오동동아구찜거리,CWB379000450,45,지선버스,저상버스,CWB379001173,2025-09-07T21:16:02+09:00
21,1121,CWB379001173,오동동아구찜거리,CWB379000500,50,지선버스,저상버스,CWB379001173,2025-09-07T21:16:02+09:00
22,1117,CWB379001173,오동동아구찜거리,CWB379000700,70,지선버스,저상버스,CWB379001173,2025-09-07T21:16:02+09:00
8,407,CWB379001173,오동동아구찜거리,CWB379001020,102,간선버스,저상버스,CWB379001173,2025-09-07T21:16:02+09:00
16,872,CWB379001173,오동동아구찜거리,CWB379001070,107,간선버스,저상버스,CWB379001173,2025-09-07T21:16:02+09:00
14,900,CWB379001173,오동동아구찜거리,CWB379001080,108,간선버스,저상버스,CWB379001173,2025-09-07T21:16:02+09:00
2,130,CWB379000951,신세계백화점,CWB379000200,20,지선버스,저상버스,CWB379000951,2025-09-07T21:16:03+09:00
11,524,CWB379000951,신세계백화점,CWB379000220,22,지선버스,저상버스,CWB379000951,2025-09-07T21:16:03+09:00
10,537,CWB379000951,신세계백화점,CWB379000400,40,지선버스,일반차량,CWB379000951,2025-09-07T21:16:03+09:00
16,951,CWB379000951,신세계백화점,CWB379000410,41,지선버스,일반차량,CWB379000951,2025-09-07T21:16:03+09:00
36,2251,CWB379000951,신세계백화점,CWB379000450,45,지선버스,저상버스,CWB379000951,2025-09-07T21:16:03+09:00
16,853,CWB379000951,신세계백화점,CWB379000500,50,지선버스,저상버스,CWB379000951,2025-09-07T21:16:03+09:00
17,849,CWB379000951,신세계백화점,CWB379000700,70,지선버스,저상버스,CWB379000951,2025-09-07T21:16:03+09:00
3,139,CWB379000951,신세계백화점,CWB379001020,102,간선버스,저상버스,CWB379000951,2025-09-07T21:16:03+09:00
11,604,CWB379000951,신세계백화점,CWB379001070,107,간선버스,저상버스,CWB379000951,2025-09-07T21:16:03+09:00
9,632,CWB379000951,신세계백화점,CWB379001080,108,간선버스,저상버스,CWB379000951,2025-09-07T21:16:03+09:00
3,209,CWB379001031,산호동,CWB379000200,20,지선버스,저상버스,CWB379001031,2025-09-07T21:16:03+09:00
12,603,CWB379001031,산호동,CWB379000220,22,지선버스,저상버스,CWB379001031,2025-09-07T21:16:03+09:00
11,616,CWB379001031,산호동,CWB379000400,40,지선버스,일반차량,CWB379001031,2025-09-07T21:16:03+09:00
17,1030,CWB379001031,산호동,CWB379000410,41,지선버스,일반차량,CWB379001031,2025-09-07T21:16:03+09:00
37,2330,CWB379001031,산호동,CWB379000450,45,지선버스,저상버스,CWB379001031,2025-09-07T21:16:03+09:00
17,932,CWB379001031,산호동,CWB379000500,50,지선버스,저상버스,CWB379001031,2025-09-07T21:16:03+09:00
18,928,CWB379001031,산호동,CWB379000700,70,지선버스,저상버스,CWB379001031,2025-09-07T21:16:03+09:00
4,218,CWB379001031,산호동,CWB379001020,102,간선버스,저상버스,CWB379001031,2025-09-07T21:16:03+09:00
12,683,CWB379001031,산호동,CWB379001070,107,간선버스,저상버스,CWB379001031,2025-09-07T21:16:03+09:00
10,711,CWB379001031,산호동,CWB379001080,108,간선버스,저상버스,CWB379001031,2025-09-07T21:16:03+09:00
2,193,CWB379001394,문화동,CWB379000220,22,지선버스,저상버스,CWB379001394,2025-09-07T21:16:32+09:00
30,1925,CWB379001394,문화동,CWB379000640,64,지선버스,일반차량,CWB379001394,2025-09-07T21:16:32+09:00
7,621,CWB379001394,문화동,CWB379000710,71,지선버스,저상버스,CWB379001394,2025-09-07T21:16:32+09:00
26,1793,CWB379001394,문화동,CWB379000720,72,지선버스,저상버스,CWB379001394,2025-09-07T21:16:32+09:00
3,245,CWB379001394,문화동,CWB379001030,103,간선버스,저상버스,CWB379001394,2025-09-07T21:16:32+09:00
10,690,CWB379001394,문화동,CWB379001050,105,간선버스,저상버스,CWB379001394,2025-09-07T21:16:32+09:00
4,276,CWB379001394,문화동,CWB379002530,253,지선버스,저상버스,CWB379001394,2025-09-07T21:16:32+09:00
7,573,CWB379001394,문화동,CWB379002580,258,지선버스,저상버스,CWB379001394,2025-09-07T21:16:32+09:00
10,708,CWB379001394,문화동,CWB379002590,259,지선버스,저상버스,CWB379001394,2025-09-07T21:16:32+09:00
13,867,CWB379001394,문화동,CWB379002630,263,지선버스,일반차량,CWB379001394,2025-09-07T21:16:32+09:00
16,894,CWB379001392,문화동,CWB379000200,20,지선버스,저상버스,CWB379001392,2025-09-07T21:16:33+09:00
25,1254,CWB379001392,문화동,CWB379000220,22,지선버스,저상버스,CWB379001392,2025-09-07T21:16:33+09:00
34,2120,CWB379001392,문화동,CWB379000240,24,지선버스,저상버스,CWB379001392,2025-09-07T21:16:33+09:00
23,1289,CWB379001392,문화동,CWB379000400,40,지선버스,일반차량,CWB379001392,2025-09-07T21:16:33+09:00
30,1717,CWB379001392,문화동,CWB379000410,41,지선버스,일반차량,CWB379001392,2025-09-07T21:16:33+09:00
50,2992,CWB379001392,문화동,CWB379000450,45,지선버스,저상버스,CWB379001392,2025-09-07T21:16:33+09:00
30,1638,CWB379001392,문화동,CWB379000500,50,지선버스,저상버스,CWB379001392,2025-09-07T21:16:33+09:00
52,2799,CWB379001392,문화동,CWB379000510,51,지선버스,저상버스,CWB379001392,2025-09-07T21:16:33+09:00
35,2040,CWB379001392,문화동,CWB379000530,53,지선버스,저상버스,CWB379001392,2025-09-07T21:16:33+09:00
30,1850,CWB379001392,문화동,CWB379000540,54,지선버스,일반차량,CWB379001392,2025-09-07T21:16:33+09:00
10,571,CWB379001246,경남데파트,CWB379000200,20,지선버스,저상버스,CWB379001246,2025-09-07T21:16:33+09:00
19,931,CWB379001246,경남데파트,CWB379000220,22,지선버스,저상버스,CWB379001246,2025-09-07T21:16:33+09:00
28,1797,CWB379001246,경남데파트,CWB379000240,24,지선버스,저상버스,CWB379001246,2025-09-07T21:16:33+09:00
17,966,CWB379001246,경남데파트,CWB379000400,40,지선버스,일반차량,CWB379001246,2025-09-07T21:16:33+09:00
24,1394,CWB379001246,경남데파트,CWB379000410,41,지선버스,일반차량,CWB379001246,2025-09-07T21:16:33+09:00
44,2669,CWB379001246,경남데파트,CWB379000450,45,지선버스,저상버스,CWB379001246,2025-09-07T21:16:33+09:00
24,1315,CWB379001246,경남데파트,CWB379000500,50,지선버스,저상버스,CWB379001246,2025-09-07T21:16:33+09:00
46,2476,CWB379001246,경남데파트,CWB379000510,51,지선버스,저상버스,CWB379001246,2025-09-07T21:16:33+09:00
29,1717,CWB379001246,경남데파트,CWB379000530,53,지선버스,저상버스,CWB379001246,2025-09-07T21:16:33+09:00
24,1527,CWB379001246,경남데파트,CWB379000540,54,지선버스,일반차량,CWB379001246,2025-09-07T21:16:33+09:00
9,511,CWB379001224,KT마산점,CWB379000200,20,지선버스,저상버스,CWB379001224,2025-09-07T21:16:34+09:00
18,871,CWB379001224,KT마산점,CWB379000220,22,지선버스,저상버스,CWB379001224,2025-09-07T21:16:34+09:00
27,1737,CWB379001224,KT마산점,CWB379000240,24,지선버스,저상버스,CWB379001224,2025-09-07T21:16:34+09:00
16,906,CWB379001224,KT마산점,CWB379000400,40,지선버스,일반차량,CWB379001224,2025-09-07T21:16:34+09:00
23,1334,CWB379001224,KT마산점,CWB379000410,41,지선버스,일반차량,CWB379001224,2025-09-07T21:16:34+09:00
43,2609,CWB379001224,KT마산점,CWB379000450,45,지선버스,저상버스,CWB379001224,2025-09-07T21:16:34+09:00
23,1255,CWB379001224,KT마산점,CWB379000500,50,지선버스,저상버스,CWB379001224,2025-09-07T21:16:34+09:00
45,2416,CWB379001224,KT마산점,CWB379000510,51,지선버스,저상버스,CWB379001224,2025-09-07T21:16:34+09:00
28,1657,CWB379001224,KT마산점,CWB379000530,53,지선버스,저상버스,CWB379001224,2025-09-07T21:16:34+09:00
23,1467,CWB379001224,KT마산점,CWB379000540,54,지선버스,일반차량,CWB379001224,2025-09-07T21:16:34+09:00
11,631,CWB379001284,마산합포구청.의료원,CWB379000200,20,지선버스,저상버스,CWB379001284,2025-09-07T21:16:35+09:00
20,991,CWB379001284,마산합포구청.의료원,CWB379000220,22,지선버스,저상버스,CWB379001284,2025-09-07T21:16:35+09:00
29,1857,CWB379001284,마산합포구청.의료원,CWB379000240,24,지선버스,저상버스,CWB379001284,2025-09-07T21:16:35+09:00
18,1026,CWB379001284,마산합포구청.의료원,CWB379000400,40,지선버스,일반차량,CWB379001284,2025-09-07T21:16:35+09:00
25,1454,CWB379001284,마산합포구청.의료원,CWB379000410,41,지선버스,일반차량,CWB379001284,2025-09-07T21:16:35+09:00
45,2729,CWB379001284,마산합포구청.의료원,CWB379000450,45,지선버스,저상버스,CWB379001284,2025-09-07T21:16:35+09:00
25,1375,CWB379001284,마산합포구청.의료원,CWB379000500,50,지선버스,저상버스,CWB379001284,2025-09-07T21:16:35+09:00
47,2536,CWB379001284,마산합포구청.의료원,CWB379000510,51,지선버스,저상버스,CWB379001284,2025-09-07T21:16:35+09:00
30,1777,CWB379001284,마산합포구청.의료원,CWB379000530,53,지선버스,저상버스,CWB379001284,2025-09-07T21:16:35+09:00
25,1587,CWB379001284,마산합포구청.의료원,CWB379000540,54,지선버스,일반차량,CWB379001284,2025-09-07T21:16:35+09:00
15,839,CWB379001376,연세병원,CWB379000200,20,지선버스,저상버스,CWB379001376,2025-09-07T21:16:35+09:00
24,1199,CWB379001376,연세병원,CWB379000220,22,지선버스,저상버스,CWB379001376,2025-09-07T21:16:35+09:00
33,2065,CWB379001376,연세병원,CWB379000240,24,지선버스,저상버스,CWB379001376,2025-09-07T21:16:35+09:00
22,1234,CWB379001376,연세병원,CWB379000400,40,지선버스,일반차량,CWB379001376,2025-09-07T21:16:35+09:00
29,1662,CWB379001376,연세병원,CWB379000410,41,지선버스,일반차량,CWB379001376,2025-09-07T21:16:35+09:00
49,2937,CWB379001376,연세병원,CWB379000450,45,지선버스,저상버스,CWB379001376,2025-09-07T21:16:35+09:00
29,1583,CWB379001376,연세병원,CWB379000500,50,지선버스,저상버스,CWB379001376,2025-09-07T21:16:35+09:00
51,2744,CWB379001376,연세병원,CWB379000510,51,지선버스,저상버스,CWB379001376,2025-09-07T21:16:35+09:00
34,1985,CWB379001376,연세병원,CWB379000530,53,지선버스,저상버스,CWB379001376,2025-09-07T21:16:35+09:00
29,1795,CWB379001376,연세병원,CWB379000540,54,지선버스,일반차량,CWB379001376,2025-09-07T21:16:35+09:00
5,339,CWB379001331,중부경찰서,CWB379000220,22,지선버스,저상버스,CWB379001331,2025-09-07T21:16:36+09:00
33,2071,CWB379001331,중부경찰서,CWB379000640,64,지선버스,일반차량,CWB379001331,2025-09-07T21:16:36+09:00
1,22,CWB379001331,중부경찰서,CWB379000700,70,지선버스,저상버스,CWB379001331,2025-09-07T21:16:36+09:00
10,767,CWB379001331,중부경찰서,CWB379000710,71,지선버스,저상버스,CWB379001331,2025-09-07T21:16:36+09:00
29,1939,CWB379001331,중부경찰서,CWB379000720,72,지선버스,저상버스,CWB379001331,2025-09-07T21:16:36+09:00
1,15,CWB379001331,중부경찰서,CWB379001600,160,간선버스,저상버스,CWB379001331,2025-09-07T21:16:36+09:00
7,438,CWB379001331,중부경찰서,CWB379002530,253,지선버스,저상버스,CWB379001331,2025-09-07T21:16:36+09:00
10,735,CWB379001331,중부경찰서,CWB379002580,258,지선버스,저상버스,CWB379001331,2025-09-07T21:16:36+09:00
13,870,CWB379001331,중부경찰서,CWB379002590,259,지선버스,저상버스,CWB379001331,2025-09-07T21:16:36+09:00
16,1013,CWB379001331,중부경찰서,CWB379002630,263,지선버스,일반차량,CWB379001331,2025-09-07T21:16:36+09:00
9,556,CWB379001228,KT마산점,CWB379000220,22,지선버스,저상버스,CWB379001228,2025-09-07T21:16:36+09:00
37,2288,CWB379001228,KT마산점,CWB379000640,64,지선버스,일반차량,CWB379001228,2025-09-07T21:16:36+09:00
2,45,CWB379001228,KT마산점,CWB379000700,70,지선버스,저상버스,CWB379001228,2025-09-07T21:16:36+09:00
14,984,CWB379001228,KT마산점,CWB379000710,71,지선버스,저상버스,CWB379001228,2025-09-07T21:16:36+09:00
33,2156,CWB379001228,KT마산점,CWB379000720,72,지선버스,저상버스,CWB379001228,2025-09-07T21:16:36+09:00
3,178,CWB379001228,KT마산점,CWB379001600,160,간선버스,저상버스,CWB379001228,2025-09-07T21:16:36+09:00
14,939,CWB379001228,KT마산점,CWB379002580,258,지선버스,저상버스,CWB379001228,2025-09-07T21:16:36+09:00
17,1074,CWB379001228,KT마산점,CWB379002590,259,지선버스,저상버스,CWB379001228,2025-09-07T21:16:36+09:00
10,620,CWB379001228,KT마산점,CWB379002620,262,지선버스,저상버스,CWB379001228,2025-09-07T21:16:36+09:00
20,1236,CWB379001228,KT마산점,CWB379002630,263,지선버스,일반차량,CWB379001228,2025-09-07T21:16:36+09:00
13,719,CWB379001328,중부경찰서,CWB379000200,20,지선버스,저상버스,CWB379001328,2025-09-07T21:16:37+09:00
22,1079,CWB379001328,중부경찰서,CWB379000220,22,지선버스,저상버스,CWB379001328,2025-09-07T21:16:37+09:00
31,1945,CWB379001328,중부경찰서,CWB379000240,24,지선버스,저상버스,CWB379001328,2025-09-07T21:16:37+09:00
20,1114,CWB379001328,중부경찰서,CWB379000400,40,지선버스,일반차량,CWB379001328,2025-09-07T21:16:37+09:00
27,1542,CWB379001328,중부경찰서,CWB379000410,41,지선버스,일반차량,CWB379001328,2025-09-07T21:16:37+09:00
47,2817,CWB379001328,중부경찰서,CWB379000450,45,지선버스,저상버스,CWB379001328,2025-09-07T21:16:37+09:00
27,1463,CWB379001328,중부경찰서,CWB379000500,50,지선버스,저상버스,CWB379001328,2025-09-07T21:16:37+09:00
49,2624,CWB379001328,중부경찰서,CWB379000510,51,지선버스,저상버스,CWB379001328,2025-09-07T21:16:37+09:00
32,1865,CWB379001328,중부경찰서,CWB379000530,53,지선버스,저상버스,CWB379001328,2025-09-07T21:16:37+09:00
27,1675,CWB379001328,중부경찰서,CWB379000540,54,지선버스,일반차량,CWB379001328,2025-09-07T21:16:37+09:00
4,305,CWB379001344,반월민원센터,CWB379000220,22,지선버스,저상버스,CWB379001344,2025-09-07T21:16:37+09:00
32,2037,CWB379001344,반월민원센터,CWB379000640,64,지선버스,일반차량,CWB379001344,2025-09-07T21:16:37+09:00
9,733,CWB379001344,반월민원센터,CWB379000710,71,지선버스,저상버스,CWB379001344,2025-09-07T21:16:37+09:00
28,1905,CWB379001344,반월민원센터,CWB379000720,72,지선버스,저상버스,CWB379001344,2025-09-07T21:16:37+09:00
1,5,CWB379001344,반월민원센터,CWB379001600,160,간선버스,저상버스,CWB379001344,2025-09-07T21:16:37+09:00
6,404,CWB379001344,반월민원센터,CWB379002530,253,지선버스,저상버스,CWB379001344,2025-09-07T21:16:37+09:00
9,701,CWB379001344,반월민원센터,CWB379002580,258,지선버스,저상버스,CWB379001344,2025-09-07T21:16:37+09:00
12,836,CWB379001344,반월민원센터,CWB379002590,259,지선버스,저상버스,CWB379001344,2025-09-07T21:16:37+09:00
15,979,CWB379001344,반월민원센터,CWB379002630,263,지선버스,일반차량,CWB379001344,2025-09-07T21:16:37+09:00
6,287,CWB379001312,경동메르빌APT,CWB379000220,22,지선버스,저상버스,CWB379001312,2025-09-07T21:16:38+09:00
30,1748,CWB379001312,경동메르빌APT,CWB379000640,64,지선버스,일반차량,CWB379001312,2025-09-07T21:16:38+09:00
1,12,CWB379001312,경동메르빌APT,CWB379000700,70,지선버스,저상버스,CWB379001312,2025-09-07T21:16:38+09:00
11,791,CWB379001312,경동메르빌APT,CWB379000710,71,지선버스,저상버스,CWB379001312,2025-09-07T21:16:38+09:00
29,1895,CWB379001312,경동메르빌APT,CWB379000720,72,지선버스,저상버스,CWB379001312,2025-09-07T21:16:38+09:00
1,11,CWB379001312,경동메르빌APT,CWB379001600,160,간선버스,저상버스,CWB379001312,2025-09-07T21:16:38+09:00
7,351,CWB379001312,경동메르빌APT,CWB379002530,253,지선버스,저상버스,CWB379001312,2025-09-07T21:16:38+09:00
11,688,CWB379001312,경동메르빌APT,CWB379002580,258,지선버스,저상버스,CWB379001312,2025-09-07T21:16:38+09:00
13,782,CWB379001312,경동메르빌APT,CWB379002590,259,지선버스,저상버스,CWB379001312,2025-09-07T21:16:38+09:00
15,929,CWB379001312,경동메르빌APT,CWB379002630,263,지선버스,일반차량,CWB379001312,2025-09-07T21:16:38+09:00
14,741,CWB379001347,반월민원센터,CWB379000200,20,지선버스,저상버스,CWB379001347,2025-09-07T21:16:38+09:00
22,1110,CWB379001347,반월민원센터,CWB379000220,22,지선버스,저상버스,CWB379001347,2025-09-07T21:16:38+09:00
32,1991,CWB379001347,반월민원센터,CWB379000240,24,지선버스,저상버스,CWB379001347,2025-09-07T21:16:38+09:00
20,1118,CWB379001347,반월민원센터,CWB379000400,40,지선버스,일반차량,CWB379001347,2025-09-07T21:16:38+09:00
27,1554,CWB379001347,반월민원센터,CWB379000410,41,지선버스,일반차량,CWB379001347,2025-09-07T21:16:38+09:00
47,2818,CWB379001347,반월민원센터,CWB379000450,45,지선버스,저상버스,CWB379001347,2025-09-07T21:16:38+09:00
28,1462,CWB379001347,반월민원센터,CWB379000500,50,지선버스,저상버스,CWB379001347,2025-09-07T21:16:38+09:00
49,2625,CWB379001347,반월민원센터,CWB379000510,51,지선버스,저상버스,CWB379001347,2025-09-07T21:16:38+09:00
33,1897,CWB379001347,반월민원센터,CWB379000530,53,지선버스,저상버스,CWB379001347,2025-09-07T21:16:38+09:00
28,1698,CWB379001347,반월민원센터,CWB379000540,54,지선버스,일반차량,CWB379001347,2025-09-07T21:16:38+09:00
12,632,CWB379001313,경동메르빌APT,CWB379000200,20,지선버스,저상버스,CWB379001313,2025-09-07T21:16:39+09:00
20,1001,CWB379001313,경동메르빌APT,CWB379000220,22,지선버스,저상버스,CWB379001313,2025-09-07T21:16:39+09:00
30,1882,CWB379001313,경동메르빌APT,CWB379000240,24,지선버스,저상버스,CWB379001313,2025-09-07T21:16:39+09:00
18,1009,CWB379001313,경동메르빌APT,CWB379000400,40,지선버스,일반차량,CWB379001313,2025-09-07T21:16:39+09:00
25,1445,CWB379001313,경동메르빌APT,CWB379000410,41,지선버스,일반차량,CWB379001313,2025-09-07T21:16:39+09:00
45,2709,CWB379001313,경동메르빌APT,CWB379000450,45,지선버스,저상버스,CWB379001313,2025-09-07T21:16:39+09:00
26,1353,CWB379001313,경동메르빌APT,CWB379000500,50,지선버스,저상버스,CWB379001313,2025-09-07T21:16:39+09:00
47,2516,CWB379001313,경동메르빌APT,CWB379000510,51,지선버스,저상버스,CWB379001313,2025-09-07T21:16:39+09:00
31,1788,CWB379001313,경동메르빌APT,CWB379000530,53,지선버스,저상버스,CWB379001313,2025-09-07T21:16:39+09:00
26,1589,CWB379001313,경동메르빌APT,CWB379000540,54,지선버스,일반차량,CWB379001313,2025-09-07T21:16:39+09:00
18,962,CWB379001418,"경남대,서중학교",CWB379000200,20,지선버스,저상버스,CWB379001418,2025-09-07T21:16:39+09:00
