대지위치,sigunguCd,bjdongCd,구명,허가일,expected_completion,용도코드명,건물명,세대수,apt_group,관리주택대장PK,허가월,준공예정월
경상남도 창원시 성산구 사파정동 1127번지,48123,10200,성산구,2019-12-26,2022-06-01,공동주택,성산반도 유보라 아이비파크,1045,APT,12523000026192,2019-12-01,2022-06
경상남도 창원시 성산구 외동 853-16번지,48123,10400,성산구,2006-05-26,2008-11-01,공동주택,월드메르디앙 이스턴애비뉴,439,APT,1252415,2006-05-01,2008-11
경상남도 창원시 성산구 외동 853-17번지,48123,10400,성산구,2011-10-07,2014-04-01,공동주택,외동아파트 신축공사,52,APT,12523000002804,2011-10-01,2014-04
경상남도 창원시 성산구 외동 853-22번지,48123,10400,성산구,2007-09-04,2010-03-01,공동주택,,0,APT,1252589,2007-09-01,2010-03
경상남도 창원시 성산구 외동 853-36번지,48123,10400,성산구,2002-03-28,2004-09-01,공동주택,한일유엔아이 오르젠아파트,120,APT,125222,2002-03-01,2004-09
경상남도 창원시 성산구 대방동 357번지,48123,10500,성산구,2001-12-11,2004-06-01,공동주택,개나리1차아파트,1005,APT,125217,2001-12-01,2004-06
경상남도 창원시 성산구 대방동 358번지,48123,10500,성산구,2002-01-09,2004-07-01,공동주택,대동훼밀리코아상가,1835,APT,125233,2002-01-01,2004-07
경상남도 창원시 성산구 대방동 358번지,48123,10500,성산구,2002-01-09,2004-07-01,공동주택,대동훼밀리코아상가,1835,APT,125234,2002-01-01,2004-07
경상남도 창원시 성산구 대방동 358번지,48123,10500,성산구,2001-11-13,2004-05-01,공동주택,대방대동아파트,1835,APT,125210,2001-11-01,2004-05
경상남도 창원시 성산구 대방동 375번지,48123,10500,성산구,2002-01-17,2004-07-01,공동주택,덕산2차아파트,586,APT,125235,2002-01-01,2004-07
경상남도 창원시 성산구 남산동 601-1번지,48123,10600,성산구,2002-02-09,2004-08-01,공동주택,대우조선아파트,0,APT,125237,2002-02-01,2004-08
경상남도 창원시 성산구 남산동 601-26번지,48123,10600,성산구,2014-12-18,2017-06-01,공동주택,남산 효성해링턴 플레이스,460,APT,12523000017185,2014-12-01,2017-06
경상남도 창원시 성산구 천선동 1157번지,48123,10800,성산구,2002-11-08,2005-05-01,공동주택,천선동 아파트,60,APT,125224,2002-11-01,2005-05
경상남도 창원시 성산구 안민동 56-1번지,48123,11000,성산구,2002-03-17,2004-09-01,공동주택,삼성그린뷰아파트,68,APT,125221,2002-03-01,2004-09
경상남도 창원시 성산구 안민동 108번지,48123,11000,성산구,2024-03-12,2026-09-01,공동주택,대동한솔아파트,0,APT,1000000000000000179709,2024-03-01,2026-09
경상남도 창원시 성산구 안민동 150번지,48123,11000,성산구,2003-02-21,2005-08-01,공동주택,안민 한스빌,71,APT,1252140,2003-02-01,2005-08
경상남도 창원시 성산구 안민동 614-2번지,48123,11000,성산구,2020-12-09,2023-06-01,공동주택,성산 삼정그린코아 웰레스트,608,APT,12523000028952,2020-12-01,2023-06
경상남도 창원시 성산구 안민동 614-2번지,48123,11000,성산구,2020-12-09,2023-06-01,공동주택,창원안민 공공지원 민간임대주택(2단지:BL1-2),608,APT,1000000000000000212799,2020-12-01,2023-06
경상남도 창원시 성산구 안민동 산3-4번지,48123,11000,성산구,2016-08-30,2019-02-01,공동주택,안민동공동주택,172,APT,12523000020907,2016-08-01,2019-02
경상남도 창원시 성산구 안민동 산3-4번지,48123,11000,성산구,2016-08-30,2019-02-01,공동주택,안민동공동주택,172,APT,12523000020908,2016-08-01,2019-02
경상남도 창원시 성산구 안민동 산35번지,48123,11000,성산구,2020-12-08,2023-06-01,공동주택,성산 삼정그린코아 포레스트,401,APT,12523000028932,2020-12-01,2023-06
경상남도 창원시 성산구 내동 452-14번지,48123,11100,성산구,2006-05-26,2008-11-01,공동주택,창원 월드메르디앙 웨스턴애비뉴,504,APT,1252414,2006-05-01,2008-11
경상남도 창원시 성산구 내동 454-1번지,48123,11100,성산구,2024-10-11,2027-04-01,공동주택,내2구역 재건축정비사업,1048,APT,1000000000000000209093,2024-10-01,2027-04
경상남도 창원시 성산구 신촌동 21-6번지,48123,12300,성산구,2018-02-12,2020-08-01,,동성아파트,0,APT,12523000022448,2018-02-01,2020-08
경상남도 창원시 성산구 신촌동 33-1번지,48123,12300,성산구,2004-05-10,2006-11-01,공동주택,동부산아이존빌아파트,84,APT,1252245,2004-05-01,2006-11
경상남도 창원시 성산구 신촌동 33-8번지,48123,12300,성산구,2006-05-02,2008-11-01,공동주택,창원 신촌동원로얄듀크,225,APT,1252413,2006-05-01,2008-11
경상남도 창원시 성산구 신촌동 33-10번지,48123,12300,성산구,2007-10-12,2010-04-01,공동주택,창원신촌2차동원로얄듀크,31,APT,1252500,2007-10-01,2010-04
경상남도 창원시 성산구 신촌동 34-1번지,48123,12300,성산구,2018-12-12,2021-06-01,공동주택,신촌2구역주택재건축정비사업,258,APT,12523000023792,2018-12-01,2021-06
경상남도 창원시 성산구 신촌동 34-2번지,48123,12300,성산구,2004-05-10,2006-11-01,공동주택,동부산아이존빌아파트,111,APT,1252246,2004-05-01,2006-11
경상남도 창원시 성산구 중앙동 19-10번지,48123,12500,성산구,2014-12-23,2017-06-01,단독주택,,1,APT,12523000017205,2014-12-01,2017-06
경상남도 창원시 성산구 중앙동 99-4번지,48123,12500,성산구,2025-03-14,2027-09-01,공동주택,창원특례시 성산구 중앙동 주상복합,519,APT,1000000000000000231759,2025-03-01,2027-09
경상남도 창원시 성산구 중앙동 528번지,48123,12500,성산구,2021-09-07,2024-03-01,공동주택,대상공원 특례사업지구 공동주택 신축공사,1779,APT,12523000031172,2021-09-01,2024-03
경상남도 창원시 성산구 반림동 10번지,48123,12600,성산구,2003-06-25,2005-12-01,공동주택,노블파크아파트,2699,APT,1252100003721,2003-06-01,2005-12
경상남도 창원시 성산구 반림동 18번지,48123,12600,성산구,2002-12-31,2005-06-01,공동주택,트리비앙아파트,2610,APT,125226,2002-12-01,2005-06
경상남도 창원시 성산구 반림동 18번지,48123,12600,성산구,2003-01-22,2005-07-01,공동주택,창원 반송아파트 2단지,2610,APT,1252139,2003-01-01,2005-07
경상남도 창원시 성산구 반림동 18번지,48123,12600,성산구,2016-01-20,2018-07-01,공동주택,트리비앙 아파트,0,APT,12523000019827,2016-01-01,2018-07
경상남도 창원시 성산구 반림동 22번지,48123,12600,성산구,2002-12-30,2005-06-01,제1종근린생활시설,트리비앙아파트,0,APT,125227,2002-12-01,2005-06
경상남도 창원시 성산구 반림동 24번지,48123,12600,성산구,2004-03-26,2006-09-01,제1종근린생활시설,트리비앙아파트,0,APT,125228,2004-03-01,2006-09
경상남도 창원시 성산구 상남동 44-1번지,48123,12700,성산구,2010-02-01,2012-08-01,,대동아파트,0,APT,1252100006442,2010-02-01,2012-08
경상남도 창원시 성산구 상남동 45-1번지,48123,12700,성산구,2001-11-13,2004-05-01,공동주택,토월성원아파트,0,APT,125211,2001-11-01,2004-05
경상남도 창원시 성산구 상남동 45-1번지,48123,12700,성산구,2012-11-02,2015-05-01,,성원아파트,0,APT,12523000008144,2012-11-01,2015-05
경상남도 창원시 성산구 상남동 63번지,48123,12700,성산구,2022-07-15,2025-01-01,공동주택,상남1구역 재건축,728,APT,12523000033852,2022-07-01,2025-01
경상남도 창원시 성산구 상남동 65-1번지,48123,12700,성산구,2010-12-07,2013-06-01,공동주택,상남 꿈에그린,812,APT,12523000000783,2010-12-01,2013-06
경상남도 창원시 성산구 성주동 102번지,48123,12800,성산구,2000-11-30,2003-05-01,공동주택,창원시 성주지구 한림아파트,520,APT,12522,2000-11-01,2003-05
경상남도 창원시 성산구 성주동 153번지,48123,12800,성산구,2002-07-15,2005-01-01,공동주택,유니온빌리지,1360,APT,125225,2002-07-01,2005-01
경상남도 창원시 성산구 성주동 157번지,48123,12800,성산구,2012-02-22,2014-08-01,공동주택,성주 효성해링턴 코트,365,APT,12523000004324,2012-02-01,2014-08
경상남도 창원시 성산구 성주동 168번지,48123,12800,성산구,2019-09-04,2022-03-01,공동주택,프리빌리지2차아파트,0,APT,12523000025292,2019-09-01,2022-03
경상남도 창원시 성산구 성주동 169번지,48123,12800,성산구,2014-02-06,2016-08-01,공동주택,성주 중앙 블루아템,64,APT,12523000014585,2014-02-01,2016-08
경상남도 창원시 성산구 성주동 블록,48123,12800,성산구,2006-11-16,2009-05-01,공동주택,루이젠하우스,88,APT,1252417,2006-11-01,2009-05
경상남도 창원시 성산구 성주동 블록,48123,12800,성산구,2007-11-07,2010-05-01,공동주택,프리빌리지 2차,672,APT,1252100003741,2007-11-01,2010-05
경상남도 창원시 성산구 성주동 블록,48123,12800,성산구,2000-11-30,2003-05-01,공동주택,창원시 성주지구 한림아파트,508,APT,12523,2000-11-01,2003-05
경상남도 창원시 성산구 사파동 141번지,48123,13000,성산구,2001-12-28,2004-06-01,공동주택,삼익아파트,570,APT,125219,2001-12-01,2004-06
경상남도 창원시 성산구 사파동 93번지,48123,13000,성산구,2003-02-14,2005-08-01,공동주택,사파동성아파트,1986,APT,1252152,2003-02-01,2005-08
경상남도 창원시 성산구 가음동 8번지,48123,13100,성산구,2012-02-09,2014-08-01,공동주택,창원 가음정 한림풀에버,266,APT,12523000004144,2012-02-01,2014-08
경상남도 창원시 성산구 가음동 12-15번지,48123,13100,성산구,2013-08-07,2016-02-01,공동주택,창원 센텀 푸르지오,975,APT,12523000012425,2013-08-01,2016-02
경상남도 창원시 성산구 가음동 13-1번지,48123,13100,성산구,2014-01-22,2016-07-01,공동주택,창원 가음 한화 꿈에그린,749,APT,12523000014425,2014-01-01,2016-07
경상남도 창원시 성산구 가음동 14-5번지,48123,13100,성산구,2019-09-03,2022-03-01,공동주택,창원자이시그니처,786,APT,12523000025252,2019-09-01,2022-03
경상남도 창원시 성산구 가음동 15번지,48123,13100,성산구,2007-03-15,2009-09-01,공동주택,가음동주공아파트,1165,APT,1252499,2007-03-01,2009-09
경상남도 창원시 성산구 가음동 15번지,48123,13100,성산구,2007-03-15,2009-09-01,공동주택,창원 더샵 센트럴파크 3단지,448,APT,12523000009206,2007-03-01,2009-09
경상남도 창원시 성산구 가음동 16번지,48123,13100,성산구,2007-03-15,2009-09-01,공동주택,창원 더샵 센트럴파크 2단지,624,APT,12523000009205,2007-03-01,2009-09
경상남도 창원시 성산구 가음동 17번지,48123,13100,성산구,2007-03-15,2009-09-01,공동주택,창원 더샵 센트럴파크 1단지,386,APT,12523000009204,2007-03-01,2009-09
경상남도 창원시 성산구 가음동 21-36번지,48123,13100,성산구,2006-01-03,2008-07-01,공동주택,창원 자이아파트,136,APT,1252412,2006-01-01,2008-07
경상남도 창원시 성산구 가음동 24-1번지,48123,13100,성산구,2021-05-13,2023-11-01,공동주택,가음4구역 재건축,570,APT,12523000029952,2021-05-01,2023-11
경상남도 창원시 성산구 남양동 20번지,48123,13300,성산구,2001-12-28,2004-06-01,공동주택,성원1차아파트,1350,APT,125218,2001-12-01,2004-06
경상남도 창원시 성산구 남양동 20번지,48123,13300,성산구,2001-11-13,2004-05-01,공동주택,성원1차아파트,1350,APT,12529,2001-11-01,2004-05
경상남도 창원시 성산구 남양동 22번지,48123,13300,성산구,2008-08-19,2011-02-01,,성원2차아파트 운동시설,0,APT,1252100003841,2008-08-01,2011-02
경상남도 창원시 성산구 남양동 23번지,48123,13300,성산구,2002-02-09,2004-08-01,공동주택,개나리3차아파트,990,APT,125240,2002-02-01,2004-08
경상남도 창원시 성산구 남양동 23번지,48123,13300,성산구,2012-01-17,2014-07-01,,"개나리3차,4차아파트",0,APT,12523000003864,2012-01-01,2014-07
경상남도 창원시 성산구 용호동 63번지,48123,13500,성산구,2001-12-28,2004-06-01,공동주택,롯데아파트,920,APT,125220,2001-12-01,2004-06
경상남도 창원시 성산구 용호동 67-1번지,48123,13500,성산구,2001-10-15,2004-04-01,공동주택,일동아파트,810,APT,12527,2001-10-01,2004-04
경상남도 창원시 성산구 용호동 69번지,48123,13500,성산구,2014-01-07,2016-07-01,공동주택,용지 더샵 레이크파크,883,APT,12523000014225,2014-01-01,2016-07
경상남도 창원시 성산구 용호동 70번지,48123,13500,성산구,2001-11-23,2004-05-01,공동주택,용지2차주공아파트,730,APT,125214,2001-11-01,2004-05
경상남도 창원시 성산구 용호동 70번지,48123,13500,성산구,2013-11-21,2016-05-01,공동주택,용지 아이파크,1036,APT,12523000013665,2013-11-01,2016-05
경상남도 창원시 성산구 신월동 12-1번지,48123,13600,성산구,2022-08-08,2025-02-01,공동주택,신월3구역 재건축,701,APT,12523000034253,2022-08-01,2025-02
경상남도 창원시 성산구 신월동 90번지,48123,13600,성산구,2021-05-31,2023-11-01,공동주택,신월2구역 재건축정비사업,1509,APT,12523000030233,2021-05-01,2023-11
경상남도 창원시 성산구 대원동 7-3번지,48123,13700,성산구,2017-05-15,2019-11-01,공동주택,센트럴파크 에일린의뜰,1470,APT,12523000022008,2017-05-01,2019-11
경상남도 창원시 성산구 대원동 37-1번지,48123,13700,성산구,2019-12-26,2022-06-01,공동주택,힐스테이트 마크로엔,951,APT,12523000026193,2019-12-01,2022-06
경상남도 창원시 성산구 대원동 40번지,48123,13700,성산구,2014-06-30,2016-12-01,공동주택,대원 꿈에그린,1530,APT,12523000016225,2014-06-01,2016-12
경상남도 창원시 성산구 대원동 80번지,48123,13700,성산구,2001-10-11,2004-04-01,제2종근린생활시설,대원대동2차아파트상가,0,APT,12526,2001-10-01,2004-04
경상남도 창원시 성산구 대원동 80번지,48123,13700,성산구,2001-10-15,2004-04-01,공동주택,대원대동2차아파트,148,APT,12528,2001-10-01,2004-04
경상남도 창원시 마산회원구 구암동 28-1번지,48127,10100,마산회원구,,,공동주택,구암 한일아파트 재건축,0,APT,12521000000004,,NaT
경상남도 창원시 마산회원구 구암동 51-1번지,48127,10100,마산회원구,2004-05-31,2006-11-01,공동주택,구암동메트로하이츠,266,APT,12521000000053,2004-05-01,2006-11
경상남도 창원시 마산회원구 구암동 51-1번지,48127,10100,마산회원구,2009-04-28,2011-10-01,,구암메트로하이트아파트,0,APT,12521100004162,2009-04-01,2011-10
경상남도 창원시 마산회원구 구암동 432-21번지,48127,10100,마산회원구,2013-04-23,2015-10-01,단독주택,주택,1,APT,12523000010745,2013-04-01,2015-10
경상남도 창원시 마산회원구 석전동 19-19번지,48127,10400,마산회원구,2014-06-30,2016-12-01,공동주택,창원 메트로시티 석전,1763,APT,12523000016205,2014-06-01,2016-12
경상남도 창원시 마산회원구 석전동 260-14번지,48127,10400,마산회원구,2002-01-08,2004-07-01,공동주택,이미지 피렌체,160,APT,12521000000023,2002-01-01,2004-07
경상남도 창원시 마산회원구 양덕동 49-1번지,48127,10500,마산회원구,2007-11-19,2010-05-01,공동주택,유한미소안아파트,170,APT,12521000000059,2007-11-01,2010-05
경상남도 창원시 마산회원구 양덕동 73-8번지,48127,10500,마산회원구,2016-12-07,2019-06-01,공동주택,양덕제3구역 주택재개발 정비사업,487,APT,12523000021288,2016-12-01,2019-06
경상남도 창원시 마산회원구 양덕동 77-8번지,48127,10500,마산회원구,2015-11-04,2018-05-01,공동주택,마산양덕동 동아위드필하임,153,APT,12523000019385,2015-11-01,2018-05
경상남도 창원시 마산회원구 양덕동 79-9번지,48127,10500,마산회원구,2002-03-13,2004-09-01,공동주택,한일타운4차아파트,694,APT,12521000000024,2002-03-01,2004-09
경상남도 창원시 마산회원구 양덕동 81-1번지,48127,10500,마산회원구,2012-01-02,2014-07-01,공동주택,양덕코오롱하늘채,535,APT,12523000003724,2012-01-01,2014-07
경상남도 창원시 마산회원구 양덕동 84-1번지,48127,10500,마산회원구,,,공동주택,메트로시티,2127,APT,12521100004442,,NaT
경상남도 창원시 마산회원구 양덕동 84-1번지,48127,10500,마산회원구,2006-09-29,2009-03-01,공동주택,마산 양덕 태영·한림아파트,2127,APT,12521000000064,2006-09-01,2009-03
경상남도 창원시 마산회원구 양덕동 84-1번지,48127,10500,마산회원구,2006-09-29,2009-03-01,공동주택,"마산양덕태영,한림아파트",1732,APT,12521000000065,2006-09-01,2009-03
경상남도 창원시 마산회원구 양덕동 84-14번지,48127,10500,마산회원구,2006-09-29,2009-03-01,공동주택,창원 메트로시티 Ⅱ,1915,APT,12523000005924,2006-09-01,2009-03
경상남도 창원시 마산회원구 양덕동 102-1번지,48127,10500,마산회원구,2001-10-30,2004-04-01,공동주택,양덕동신성미소지움아파트,227,APT,12521000000020,2001-10-01,2004-04
경상남도 창원시 마산회원구 양덕동 153-28번지,48127,10500,마산회원구,2009-11-24,2012-05-01,공동주택,양덕동 도시형생활주택,109,APT,12521100004462,2009-11-01,2012-05
경상남도 창원시 마산회원구 양덕동 161-4번지,48127,10500,마산회원구,1999-09-20,2002-03-01,공동주택,한국중공업(주)제8직장주택조합아파트,572,APT,12521000000010,1999-09-01,2002-03
경상남도 창원시 마산회원구 양덕동 166-4번지,48127,10500,마산회원구,2008-10-14,2011-04-01,공동주택,창원 롯데캐슬 센텀골드,956,APT,12523000020967,2008-10-01,2011-04
경상남도 창원시 마산회원구 양덕동 166-44번지,48127,10500,마산회원구,2008-10-14,2011-04-01,공동주택,양덕2동지구 주택재건축정비조합,647,APT,12521100003822,2008-10-01,2011-04
경상남도 창원시 마산회원구 양덕동 177-1번지,48127,10500,마산회원구,2003-06-25,2005-12-01,공동주택,양덕 지오피아 아파트,62,APT,12521000000041,2003-06-01,2005-12
경상남도 창원시 마산회원구 양덕동 910번지,48127,10500,마산회원구,1998-03-26,2000-09-01,공동주택,한일타운 3차아파트,664,APT,12521000000007,1998-03-01,2000-09
경상남도 창원시 마산회원구 양덕동 987번지,48127,10500,마산회원구,2008-03-06,2010-09-01,공동주택,창원 롯데캐슬 하버팰리스,981,APT,12523000020687,2008-03-01,2010-09
경상남도 창원시 마산회원구 양덕동 블록,48127,10500,마산회원구,2006-09-29,2009-03-01,공동주택,마산 메트로시티 2단지,1915,APT,1251100004005,2006-09-01,2009-03
경상남도 창원시 마산회원구 합성동 54-1번지,48127,10600,마산회원구,2013-01-18,2015-07-01,공동주택,창원 롯데캐슬 The First,1184,APT,12523000009364,2013-01-01,2015-07
경상남도 창원시 마산회원구 합성동 155-70번지,48127,10600,마산회원구,2017-05-12,2019-11-01,단독주택,,0,APT,12523000021988,2017-05-01,2019-11
경상남도 창원시 마산회원구 합성동 262-1번지,48127,10600,마산회원구,2011-05-19,2013-11-01,공동주택,창원 두산위브 더센트럴,663,APT,12523000001864,2011-05-01,2013-11
경상남도 창원시 마산회원구 합성동 340-5번지,48127,10600,마산회원구,2002-11-22,2005-05-01,공동주택,합성동 한일타운,78,APT,12521000000035,2002-11-01,2005-05
경상남도 창원시 마산회원구 합성동 500-4번지,48127,10600,마산회원구,2002-07-26,2005-01-01,공동주택,(주)성진아파트,48,APT,12521000000026,2002-07-01,2005-01
경상남도 창원시 마산회원구 합성동 694-1번지,48127,10600,마산회원구,2002-04-06,2004-10-01,공동주택,,0,APT,12521000000034,2002-04-01,2004-10
경상남도 창원시 마산회원구 회성동 33-78번지,48127,10700,마산회원구,2002-11-09,2005-05-01,공동주택,다임 아크로빌,38,APT,12521000000031,2002-11-01,2005-05
경상남도 창원시 마산회원구 회원동 51-6번지,48127,10800,마산회원구,,,공동주택,강남디지털아파트,47,APT,12521000000018,,NaT
경상남도 창원시 마산회원구 회원동 248-1번지,48127,10800,마산회원구,2003-07-22,2006-01-01,공동주택,세원산업개발(주)아파트신축공사,25,APT,12521000000045,2003-07-01,2006-01
경상남도 창원시 마산회원구 회원동 313번지,48127,10800,마산회원구,2012-12-18,2015-06-01,공동주택,e편한세상 창원파크센트럴 1단지,334,APT,12523000008924,2012-12-01,2015-06
경상남도 창원시 마산회원구 회원동 314번지,48127,10800,마산회원구,2012-12-18,2015-06-01,공동주택,e편한세상 창원파크센트럴 2단지,919,APT,12523000028332,2012-12-01,2015-06
경상남도 창원시 마산회원구 회원동 415-1번지,48127,10800,마산회원구,,,공동주택,회원동중앙아파트,52,APT,12521000000017,,NaT
경상남도 창원시 마산회원구 회원동 480-31번지,48127,10800,마산회원구,2013-01-10,2015-07-01,공동주택,회원2구역 주택재개발 정비사업,2103,APT,12523000009245,2013-01-01,2015-07
경상남도 창원시 마산회원구 회원동 480-31번지,48127,10800,마산회원구,2013-01-10,2015-07-01,공동주택,회원2구역 주택재개발,1238,APT,1000000000000000036155,2013-01-01,2015-07
경상남도 창원시 마산회원구 회원동 480-31번지,48127,10800,마산회원구,2013-01-10,2015-07-01,공동주택,회원2구역 주택재개발,778,APT,1000000000000000036154,2013-01-01,2015-07
경상남도 창원시 마산회원구 회원동 602-4번지,48127,10800,마산회원구,2015-12-10,2018-06-01,공동주택,창원 롯데캐슬 프리미어,999,APT,12523000019569,2015-12-01,2018-06
경상남도 창원시 마산회원구 회원동 604-2번지,48127,10800,마산회원구,2015-12-10,2018-06-01,공동주택,창원 롯데캐슬 프리미어,999,APT,12523000031512,2015-12-01,2018-06
경상남도 창원시 마산회원구 회원동 641-3번지,48127,10800,마산회원구,2015-11-18,2018-05-01,공동주택,회원5구역 주택재개발아파트,539,APT,12523000019508,2015-11-01,2018-05
경상남도 창원시 마산회원구 내서읍 10번지,48127,25000,마산회원구,1999-01-16,2001-07-01,공동주택,마산코오롱타운,2040,APT,12521000000008,1999-01-01,2001-07
경상남도 창원시 마산회원구 내서읍 호계리 80번지,48127,25023,마산회원구,2002-12-18,2005-06-01,공동주택,코오롱하늘채2차,1730,APT,12521000000029,2002-12-01,2005-06
경상남도 창원시 마산회원구 내서읍 호계리 352번지,48127,25023,마산회원구,1998-12-05,2001-06-01,공동주택,성우아파트,330,APT,12521000000006,1998-12-01,2001-06
경상남도 창원시 마산회원구 내서읍 호계리 630-1번지,48127,25023,마산회원구,2000-01-06,2002-07-01,공동주택,조양하이빌아파트,92,APT,12521000000012,2000-01-01,2002-07
경상남도 창원시 마산회원구 내서읍 상곡리 193번지,48127,25026,마산회원구,2011-11-11,2014-05-01,,중리영구임대아파트,0,APT,12523000003084,2011-11-01,2014-05
경상남도 창원시 마산회원구 내서읍 상곡리 195번지,48127,25026,마산회원구,2001-11-06,2004-05-01,공동주택,신성네스트빌,180,APT,12521000000021,2001-11-01,2004-05
경상남도 창원시 마산회원구 내서읍 원계리 647번지,48127,25027,마산회원구,2004-03-12,2006-09-01,공동주택,마산 원계 대동 다:숲,347,APT,12521000000051,2004-03-01,2006-09
경상남도 창원시 마산회원구 내서읍 원계리 650-2번지,48127,25027,마산회원구,2004-03-12,2006-09-01,공동주택,마산 원계 대동아파트,347,APT,12521000000050,2004-03-01,2006-09
경상남도 창원시 마산회원구 내서읍 원계리 832-49번지,48127,25027,마산회원구,2003-05-01,2005-11-01,공동주택,한일유앤아이 오르젠아파트,212,APT,12521000000038,2003-05-01,2005-11
경상남도 창원시 마산회원구 내서읍 삼계리 43번지,48127,25028,마산회원구,2002-12-02,2005-06-01,공동주택,삼계조은빌리지신축공사,60,APT,12521000000030,2002-12-01,2005-06
경상남도 창원시 마산회원구 내서읍 삼계리 43번지,48127,25028,마산회원구,2002-12-02,2005-06-01,공동주택,삼계조은빌리지신축공사,60,APT,12521000000049,2002-12-01,2005-06
경상남도 창원시 마산회원구 내서읍 삼계리 290번지,48127,25028,마산회원구,1999-10-27,2002-04-01,공동주택,대동이미지아파트,1542,APT,12521000000011,1999-10-01,2002-04
경상남도 창원시 마산회원구 내서읍 삼계리 304번지,48127,25028,마산회원구,2013-08-08,2016-02-01,공동주택,삼계 블루힐스,223,APT,12523000012465,2013-08-01,2016-02
경상남도 창원시 마산회원구 내서읍 삼계리 324번지,48127,25028,마산회원구,2014-05-23,2016-11-01,공동주택,라임하우스2차 아파트,46,APT,12523000015865,2014-05-01,2016-11
경상남도 창원시 마산회원구 내서읍 삼계리 505-1번지,48127,25028,마산회원구,2009-06-05,2011-12-01,,마산삼계주공3단지아파트,0,APT,12521100004242,2009-06-01,2011-12
경상남도 창원시 마산회원구 내서읍 삼계리 506번지,48127,25028,마산회원구,2013-01-07,2015-07-01,,숲속마을주공그린빌4단지아파트,0,APT,12523000009144,2013-01-01,2015-07
경상남도 창원시 마산회원구 내서읍 삼계리 508-1번지,48127,25028,마산회원구,2010-04-08,2012-10-01,,숲속마을주공6단지아파트,0,APT,12521100004502,2010-04-01,2012-10
경상남도 창원시 마산회원구 내서읍 삼계리 블록35번지,48127,25028,마산회원구,1996-10-24,1999-04-01,공동주택,삼계 임대아파트,540,APT,12521000000002,1996-10-01,1999-04
경상남도 창원시 마산회원구 내서읍 삼계리 블록36번지,48127,25028,마산회원구,2000-05-15,2002-11-01,공동주택,삼계 경남 임대아파트,314,APT,12521000000003,2000-05-01,2002-11
경상남도 창원시 마산회원구 내서읍 신감리 1285-1번지,48127,25029,마산회원구,2019-03-20,2021-09-01,단독주택,,63,APT,12523000024152,2019-03-01,2021-09
경상남도 창원시 마산합포구 가포동 747번지,48125,10100,마산합포구,2020-12-09,2023-06-01,공동주택,마창대교 반도유보라 아이비파크,847,APT,12523000028953,2020-12-01,2023-06
경상남도 창원시 마산합포구 가포동 블록,48125,10100,마산합포구,2018-12-31,2021-06-01,공동주택,창원가포공공주택지구 S-1BL 아파트,706,APT,12523000023892,2018-12-01,2021-06
경상남도 창원시 마산합포구 가포동 블록,48125,10100,마산합포구,2018-08-30,2021-02-01,공동주택,LH아파트,670,APT,12523000023732,2018-08-01,2021-02
경상남도 창원시 마산합포구 교방동 1-2번지,48125,10200,마산합포구,2014-04-30,2016-10-01,공동주택,창원 푸르지오 더 플래티넘,1538,APT,12523000015725,2014-04-01,2016-10
경상남도 창원시 마산합포구 교방동 355-1번지,48125,10200,마산합포구,2013-11-01,2016-05-01,,무학산벽산블루밍아파트 2단지,0,APT,12523000013405,2013-11-01,2016-05
경상남도 창원시 마산합포구 교방동 367-1번지,48125,10200,마산합포구,2005-02-07,2007-08-01,공동주택,마산교방공무원아파트,395,APT,12521000000058,2005-02-01,2007-08
경상남도 창원시 마산합포구 교방동 510번지,48125,10200,마산합포구,2006-12-26,2009-06-01,공동주택,교방 벽산아파트,793,APT,12521000000057,2006-12-01,2009-06
경상남도 창원시 마산합포구 교원동 46번지,48125,10300,마산합포구,2006-05-15,2008-11-01,공동주택,무학자이,705,APT,12523000000643,2006-05-01,2008-11
경상남도 창원시 마산합포구 대내동 7-14번지,48125,10500,마산합포구,2000-05-23,2002-11-01,공동주택,대내 주공아파트,333,APT,12521000000013,2000-05-01,2002-11
경상남도 창원시 마산합포구 대창동 67-3번지,48125,10900,마산합포구,2002-07-26,2005-01-01,공동주택,대창동 중앙캐스빌,81,APT,12521000000027,2002-07-01,2005-01
경상남도 창원시 마산합포구 대창동 206번지,48125,10900,마산합포구,1987-05-22,1989-11-01,공동주택,세종임대아파트,0,APT,12521000000001,1987-05-01,1989-11
경상남도 창원시 마산합포구 문화동 13-1번지,48125,11500,마산합포구,2003-06-30,2005-12-01,공동주택,삼부햇살마루,55,APT,12521000000046,2003-06-01,2005-12
경상남도 창원시 마산합포구 문화동 14-180번지,48125,11500,마산합포구,2024-12-13,2027-06-01,공동주택,문화구역 재개발정비사업,1650,APT,1000000000000000219281,2024-12-01,2027-06
