lawd_cd,deal_ym,housing_type,aptNm,exclusive_m2,deposit_manwon,rent_manwon,deposit_per_m2_manwon,rent_per_m2_manwon,buildYear,dong,roadAddr
48121,202501,APT,창원명곡포엘른,55.88,11900.0,14.0,212.95633500357908,0.25053686471009307,2024.0,명곡동,
48121,202501,APT,감계아내에코프리미엄2차,84.5002,31500.0,0.0,372.78018276879817,0.0,2019.0,북면 감계리,
48121,202501,APT,벽산블루밍B,74.01,25000.0,0.0,337.79219024456154,0.0,1999.0,팔용동,
48121,202501,APT,대동중앙,59.9,17000.0,0.0,283.80634390651085,0.0,1993.0,팔용동,
48121,202501,APT,창원감계힐스테이트2차,84.1129,29500.0,0.0,350.71909302853663,0.0,2017.0,북면 감계리,
48123,202501,APT,개나리1차,49.41,13725.0,0.0,277.77777777777777,0.0,1992.0,대방동,
48123,202501,APT,대동,45.72,5000.0,20.0,109.36132983377078,0.4374453193350831,1988.0,사파동,
48123,202501,APT,한림풀에버,84.9201,45000.0,0.0,529.9098799930758,0.0,2014.0,가음동,
48123,202501,APT,창원센텀푸르지오,84.9004,32000.0,65.0,376.9122406961569,0.7656029889140686,2018.0,가음동,
48123,202501,APT,용지더샵레이크파크,84.475,67000.0,0.0,793.134063332347,0.0,2017.0,용호동,
48123,202501,APT,까치1차,31.45,4000.0,5.0,127.18600953895071,0.1589825119236884,1990.0,반지동,
48123,202501,APT,성원남산3차,47.97,10600.0,0.0,220.9714404836356,0.0,1992.0,대방동,
48123,202501,APT,피오르빌,49.51,2000.0,45.0,40.395879620278734,0.9089072914562715,1995.0,남양동,
48123,202501,APT,현대1차,68.76,23000.0,0.0,334.49680046538685,0.0,1989.0,반림동,
48123,202501,APT,까치1차,31.45,6000.0,0.0,190.77901430842607,0.0,1990.0,반지동,
48123,202501,APT,현대2차,84.78,18000.0,25.0,212.31422505307856,0.2948808681292758,1989.0,반림동,
48123,202501,APT,현대2차,84.78,28000.0,0.0,330.26657230478884,0.0,1989.0,반림동,
48123,202501,APT,트리비앙,84.95,44000.0,0.0,517.9517363154797,0.0,2006.0,반림동,
48123,202501,APT,삼익,41.95,11000.0,0.0,262.2169249106079,0.0,1988.0,사파동,
48123,202501,APT,대동,49.95,18500.0,0.0,370.3703703703703,0.0,1994.0,상남동,
48123,202501,APT,성원남산3차,47.97,10500.0,0.0,218.88680425265792,0.0,1992.0,대방동,
48123,202501,APT,롯데1단지,79.95,23000.0,0.0,287.6797998749218,0.0,1984.0,용호동,
48123,202501,APT,현대1차,68.76,23000.0,0.0,334.49680046538685,0.0,1989.0,반림동,
48123,202501,APT,포레나대원,59.2572,38000.0,0.0,641.2722842118764,0.0,2018.0,대원동,
48123,202501,APT,포레나대원,59.2572,8000.0,100.0,135.00469141302662,1.6875586426628326,2018.0,대원동,
48123,202501,APT,성원,59.16,500.0,45.0,8.451656524678837,0.7606490872210954,1987.0,신촌동,
48123,202501,APT,포레나대원,84.353,43000.0,0.0,509.7625454933435,0.0,2018.0,대원동,
48123,202501,APT,트리비앙,84.95,20000.0,100.0,235.43260741612713,1.1771630370806356,2006.0,반림동,
48123,202501,APT,피오르빌,39.7,1000.0,40.0,25.188916876574307,1.0075566750629723,1995.0,남양동,
48123,202501,APT,포레나대원,59.2572,10000.0,80.0,168.75586426628325,1.350046914130266,2018.0,대원동,
48123,202501,APT,은아,49.83,11000.0,0.0,220.7505518763797,0.0,1987.0,가음동,
48123,202501,APT,동성빌라1차,75.57,12000.0,0.0,158.7931718936086,0.0,1987.0,신촌동,
