station_id,lat,lon,headway_mean_s,BPH,youth_share_stop,n_emd_overlap,buffer_area_m2
CWB379000007,35.37813103,128.59486129,,,,1.0,501847.75848737237
CWB379000008,35.37778219,128.5944913,,,,1.0,501847.75848737237
CWB379000009,35.37544961,128.59078402,,,,1.0,501847.75848737237
CWB379000010,35.37313555,128.6137346,,,,1.0,501847.75848737237
CWB379000012,35.37303514,128.6137921,,,,1.0,501847.75848737237
CWB379000013,35.37370889,128.59123124,,,,1.0,501847.75848737237
CWB379000014,35.37379053,128.59136213,,,,1.0,501847.75848737237
CWB379000015,35.37224173,128.5982019,,,,1.0,501847.75848737237
CWB379000016,35.37218466,128.5981019,,,,1.0,501847.75848737237
CWB379000017,35.37041853,128.66126188,,,,1.0,501847.75848737237
CWB379000018,35.36987055,128.65143913,,,,1.0,400107.76883223496
CWB379000019,35.3697336,128.65156837,,,,1.0,410564.6837549231
CWB379000020,35.36874261,128.6669885,,,,2.0,501847.75848737214
CWB379000022,35.3679376,128.6840827,,,,1.0,501847.75848737237
CWB379000023,35.36796378,128.6839839,,,,1.0,501847.75848737237
CWB379000024,35.36793344,128.6872062,,,,1.0,501847.75848737237
CWB379000025,35.36850963,128.6259299,,,,1.0,501847.75848737237
CWB379000026,35.36764644,128.6961267,,,,1.0,501847.75848737237
CWB379000027,35.36786449,128.6879092,,,,1.0,501847.75848737237
CWB379000028,35.36857162,128.6260472,,,,1.0,501847.75848737237
CWB379000029,35.36775028,128.6914472,,,,1.0,501847.75848737237
CWB379000030,35.3682737,128.646138,,,,1.0,501220.13606458064
CWB379000031,35.36821769,128.64611,,,,1.0,501843.07671194425
CWB379000032,35.36699972,128.69972118,,,,1.0,501847.75848737237
CWB379000033,35.36714414,128.6740062,,,,2.0,501847.75848737295
CWB379000034,35.3679642,128.60023119,,,,1.0,501847.75848737237
CWB379000035,35.36779296,128.6034148,,,,1.0,501847.75848737237
CWB379000036,35.36786831,128.6002258,,,,1.0,501847.75848737237
CWB379000037,35.36784003,128.603222,,,,1.0,501847.75848737237
CWB379000038,35.36835829,128.565528,,,,,
CWB379000039,35.36820292,128.56550118,,,,,
CWB379000041,35.36653344,128.6809755,,,,1.0,501847.75848737237
CWB379000043,35.36638266,128.6717237,,,,2.0,501847.7584873723
CWB379000044,35.36668528,128.6466164,,,,1.0,501847.75848737237
CWB379000045,35.36602048,128.6777968,,,,1.0,501847.75848737237
CWB379000046,35.36565144,128.6014522,,,,1.0,501847.75848737237
CWB379000047,35.36564998,128.6013072,,,,1.0,501847.75848737237
CWB379000048,35.36405767,128.6236141,,,,1.0,501847.75848737237
CWB379000049,35.36387005,128.6232711,,,,1.0,501847.75848737237
CWB379000050,35.36420745,128.5997733,,,,1.0,501847.75848737237
CWB379000051,35.36452782,128.56500939,,,,,
CWB379000052,35.36413163,128.5998637,,,,1.0,501847.75848737237
CWB379000054,35.3631755,128.64840381,,,,1.0,501847.75848737237
CWB379000055,35.36320665,128.64826693,,,,1.0,501847.75848737237
CWB379000056,35.36347093,128.56728562,,,,,
CWB379000058,35.36093585,128.6825248,,,,1.0,501847.75848737237
CWB379000059,35.36097025,128.68236953,,,,1.0,501847.75848737237
CWB379000060,35.36062566,128.6442132,,,,2.0,501847.75848737155
CWB379000061,35.36047848,128.6440662,,,,2.0,501847.7584873729
CWB379000062,35.35977944,128.6533502,,,,1.0,501847.75848737237
CWB379000063,35.35963793,128.6534055,,,,1.0,501847.75848737237
CWB379000064,35.36019977,128.5903038,,,,1.0,501847.75848737237
CWB379000065,35.36004045,128.5900744,,,,1.0,501847.75848737237
CWB379000066,35.35892331,128.6179722,,,,1.0,501847.75848737237
CWB379000067,35.35886691,128.6180841,,,,1.0,501847.75848737237
CWB379000068,35.35746019,128.7128277,,,,1.0,501847.75848737237
CWB379000069,35.35887379,128.58497468,,,,1.0,501847.75848737237
CWB379000070,35.35875813,128.5850433,,,,1.0,501847.75848737237
CWB379000071,35.35766314,128.6555278,,,,1.0,501847.75848737237
CWB379000072,35.35771841,128.6556073,,,,1.0,501847.75848737237
CWB379000073,35.35455276,128.7116116,,,,1.0,501847.75848737237
CWB379000074,35.35453594,128.7117577,,,,1.0,501847.75848737237
CWB379000075,35.35513841,128.6549557,,,,1.0,501847.75848737237
CWB379000076,35.35502489,128.6551802,,,,1.0,501847.75848737237
CWB379000077,35.35392758,128.6666612,,,,1.0,501847.75848737237
CWB379000078,35.35381102,128.6663791,,,,1.0,501847.75848737237
CWB379000079,35.35384797,128.6695115,,,,1.0,501847.75848737237
CWB379000080,35.35372957,128.6695323,,,,1.0,501847.75848737237
CWB379000081,35.35461579,128.6102577,,,,1.0,501847.75848737237
CWB379000082,35.35463086,128.6099733,,,,1.0,501847.75848737237
CWB379000083,35.35334524,128.6091275,,,,1.0,501847.75848737237
CWB379000084,35.35370548,128.63451585,,,,1.0,501847.75848737237
CWB379000085,35.35364435,128.63470437,,,,1.0,501847.75848737237
CWB379000086,35.35231786,128.676614,,,,1.0,501847.75848737237
CWB379000087,35.35220953,128.6765824,,,,1.0,501847.75848737237
CWB379000088,35.35301345,128.6088169,,,,1.0,501847.75848737237
CWB379000089,35.35196515,128.6807519,,,,1.0,501847.75848737237
CWB379000092,35.35184631,128.6807639,,,,1.0,501847.75848737237
CWB379000093,35.35184361,128.6811678,,,,1.0,501847.75848737237
CWB379000094,35.35176448,128.6810844,,,,1.0,501847.75848737237
CWB379000095,35.35182952,128.6740606,,,,1.0,501847.75848737237
CWB379000096,35.35167733,128.6739689,,,,1.0,501847.75848737237
CWB379000098,35.35106671,128.656843,,,,1.0,501847.75848737237
CWB379000099,35.35095115,128.6567153,,,,1.0,501847.75848737237
CWB379000100,35.35108597,128.6083051,,,,1.0,501847.75848737237
CWB379000101,35.35083342,128.6080531,,,,1.0,501847.75848737237
CWB379000102,35.34930898,128.6072349,,,,1.0,501847.75848737237
CWB379000103,35.34913799,128.6072299,,,,1.0,501847.75848737237
CWB379000104,35.34941347,128.5708132,,,,1.0,501847.75848737237
CWB379000105,35.3492547,128.5709348,,,,1.0,501847.75848737237
CWB379000108,35.34762294,128.7095608,,,,1.0,501847.75848737237
CWB379000109,35.34629089,128.7096494,,,,1.0,501847.75848737237
CWB379000110,35.34844303,128.5730126,,,,1.0,501847.75848737237
CWB379000111,35.34839435,128.5733144,,,,1.0,501847.75848737237
CWB379000112,35.34781398,128.6077811,,,,1.0,501847.75848737237
CWB379000113,35.34780642,128.6076596,,,,1.0,501847.75848737237
CWB379000114,35.34750544,128.6093352,,,,1.0,501847.75848737237
CWB379000115,35.34755781,128.6088782,,,,1.0,501847.75848737237
CWB379000117,35.3469807,128.6259833,,,,1.0,501847.75848737237
CWB379000118,35.34677477,128.6256784,,,,1.0,501847.75848737237
CWB379000119,35.34634885,128.6581239,,,,1.0,501847.75848737237
CWB379000120,35.34628131,128.65803411,,,,1.0,501847.75848737237
CWB379000121,35.34527519,128.6902114,,,,2.0,501847.7584873714
CWB379000122,35.34518102,128.6901289,,,,2.0,501847.75848737196
CWB379000123,35.34538163,128.6640125,,,,1.0,501847.75848737237
CWB379000124,35.34528545,128.6639865,,,,1.0,501847.75848737237
CWB379000125,35.3440285,128.6174555,,,,1.0,501847.75848737237
CWB379000126,35.34435091,128.6596115,,,,1.0,501847.75848737237
CWB379000127,35.34411207,128.6174454,,,,1.0,501847.75848737237
CWB379000128,35.34426498,128.6596022,,,,1.0,501847.75848737237
CWB379000129,35.3448638,128.605945,,,,1.0,501847.75848737237
CWB379000130,35.34471714,128.6053135,,,,1.0,501847.75848737237
CWB379000132,35.34421461,128.6178728,,,,1.0,501847.75848737237
CWB379000133,35.34322094,128.6944991,,,,2.0,501847.7584873728
CWB379000134,35.34276844,128.6948312,,,,2.0,501847.7584873721
CWB379000135,35.34284541,128.667571,,,,1.0,501847.75848737237
CWB379000136,35.3438192,128.5821382,,,,1.0,501847.75848737237
CWB379000137,35.34339411,128.5826413,,,,1.0,501847.75848737237
CWB379000138,35.34251013,128.6677639,,,,1.0,501847.75848737237
CWB379000139,35.34129341,128.5915006,,,,1.0,501847.75848737237
CWB379000140,35.34113217,128.5915062,,,,1.0,501847.75848737237
CWB379000141,35.33866319,128.7087949,,,,1.0,501847.75848737237
CWB379000142,35.33870259,128.7090139,,,,1.0,501847.75848737237
CWB379000144,35.33977044,128.6011532,,,,1.0,501847.75848737237
CWB379000145,35.33973421,128.6010096,,,,1.0,501847.75848737237
CWB379000146,35.33765692,128.6772907,,,,1.0,501847.75848737237
CWB379000147,35.3375815,128.6773869,,,,1.0,501847.75848737237
CWB379000148,35.33629113,128.6976921,,,,1.0,501847.75848737237
CWB379000149,35.33627111,128.6978382,,,,1.0,501847.75848737237
CWB379000150,35.33532932,128.7090879,,,,1.0,501847.75848737237
CWB379000151,35.33541892,128.7017388,,,,1.0,501847.75848737237
CWB379000152,35.33533196,128.7016911,,,,1.0,501847.75848737237
CWB379000153,35.33516263,128.7088864,,,,1.0,501847.75848737237
CWB379000154,35.3364351,128.6002381,,,,1.0,501847.75848737237
CWB379000155,35.33642627,128.6000774,,,,1.0,501847.75848737237
CWB379000156,35.33319449,128.6669378,,,,1.0,501847.75848737237
CWB379000157,35.33312544,128.6670842,,,,1.0,501847.75848737237
CWB379000158,35.33273119,128.6787689,,,,1.0,501847.75848737237
CWB379000159,35.33278581,128.6788801,,,,1.0,501847.75848737237
CWB379000160,35.33084242,128.6710773,,,,1.0,501847.75848737237
CWB379000161,35.33111514,128.6710663,,,,1.0,501847.75848737237
CWB379000163,35.33090322,128.60012157,,,,1.0,501847.75848737237
CWB379000752,35.23353866,128.5785156,,,,5.0,501847.7584873719
CWB379000754,35.23362342,128.561141,,,,2.0,501847.75848737254
CWB379000757,35.23321143,128.5815852,,,,5.0,501847.75848737214
CWB379000758,35.23341969,128.5612438,,,,2.0,501847.75848737214
CWB379000759,35.231488,128.6896867,,,,2.0,501847.75848737225
CWB379000761,35.23145182,128.6947111,,,,3.0,501847.7584873729
CWB379000762,35.23198006,128.6364375,,,,1.0,501847.75848737237
CWB379000764,35.23140566,128.6951296,,,,3.0,501847.7584873722
CWB379000765,35.23180144,128.6365369,,,,1.0,501847.75848737237
CWB379000766,35.23104563,128.6890436,,,,1.0,501847.75848737237
CWB379000767,35.23402179,128.65357666,,,,1.0,501847.75848737237
CWB379000768,35.23422372,128.6536384,,,,1.0,501847.75848737237
CWB379000769,35.2307158,128.6898487,,,,1.0,501847.75848737237
CWB379000770,35.23238332,128.5654754,,,,2.0,501847.7584873721
CWB379000771,35.23311519,128.5045121,,,,1.0,501847.75848737237
CWB379000772,35.23226378,128.5644388,,,,2.0,501847.758487373
CWB379000773,35.23314724,128.5065296,,,,1.0,501847.75848737237
CWB379000774,35.23299976,128.506136,,,,1.0,501847.75848737237
CWB379000775,35.23201709,128.5658387,,,,2.0,501847.7584873719
CWB379000776,35.23289998,128.5048467,,,,1.0,501847.75848737237
CWB379000778,35.23174443,128.5862812,,,,2.0,501847.7584873721
CWB379000779,35.23179682,128.5859714,,,,2.0,501847.7584873724
CWB379000780,35.230936,128.6384513,,,,1.0,501847.75848737237
CWB379000781,35.23074469,128.6479801,,,,1.0,501847.75848737237
CWB379000782,35.23079473,128.6471482,,,,1.0,501847.75848737237
CWB379000783,35.23166443,128.5653502,,,,2.0,501847.7584873724
CWB379000784,35.23151829,128.5680692,,,,2.0,501847.7584873727
CWB379000785,35.23141519,128.5838593,,,,2.0,501847.75848737283
CWB379000786,35.23121143,128.5836482,,,,2.0,501847.75848737266
CWB379000788,35.23129866,128.5680968,,,,2.0,501847.7584873729
CWB379000789,35.23213943,128.503596,,,,1.0,501847.75848737237
CWB379000791,35.23196957,128.5042401,,,,1.0,501847.75848737237
CWB379000792,35.22958194,128.6820879,,,,2.0,501847.7584873719
CWB379000793,35.23191639,128.50047185,,,,1.0,501847.75848737237
CWB379000796,35.23079222,128.6383669,,,,1.0,501847.75848737237
CWB379000797,35.22980643,128.6538312,,,,1.0,501847.75848737237
CWB379000798,35.2297923,128.6535354,,,,1.0,501847.75848737237
CWB379000799,35.23170937,128.5000775,,,,1.0,501847.75848737237
CWB379000800,35.23189559,128.4944479,,,,1.0,501847.75848737237
CWB379000801,35.23173377,128.4975072,,,,1.0,501847.75848737237
CWB379000802,35.22925557,128.6815668,,,,2.0,501847.7584873729
CWB379000803,35.23081643,128.5660222,,,,2.0,501847.75848737254
CWB379000804,35.23165962,128.49445607,,,,1.0,501847.75848737237
CWB379000805,35.23152062,128.4974468,,,,1.0,501847.75848737237
CWB379000806,35.22891157,128.6963808,,,,2.0,501847.7584873718
CWB379000807,35.23061611,128.5762928,,,,2.0,501847.7584873722
CWB379000809,35.23061781,128.5767179,,,,2.0,501847.7584873724
CWB379000810,35.23095945,128.501801,,,,1.0,501847.75848737237
CWB379000811,35.22854243,128.6962522,,,,2.0,501847.7584873724
CWB379000813,35.23077143,128.5019462,,,,1.0,501847.75848737237
CWB379000815,35.2281842,128.6923059,,,,2.0,501847.7584873734
CWB379000816,35.22798643,128.6927662,,,,2.0,501847.7584873732
CWB379000817,35.22939883,128.5851675,,,,2.0,501847.7584873723
CWB379000818,35.22941043,128.5726512,,,,2.0,501847.75848737196
CWB379000819,35.22770415,128.6862128,,,,3.0,501847.7584873717
CWB379000820,35.22778301,128.6865323,,,,3.0,501847.75848737254
CWB379000821,35.2279278,128.6792316,,,,2.0,501847.75848737336
CWB379000822,35.2291736,128.573962,,,,3.0,501847.75848737336
CWB379000823,35.22793343,128.6570952,,,,2.0,501847.75848737283
CWB379000825,35.22864907,128.5683559,,,,1.0,501847.75848737237
CWB379000827,35.2277904,128.6583238,,,,2.0,501847.75848737283
CWB379000828,35.22874851,128.5861293,,,,2.0,501847.7584873731
CWB379000829,35.22884979,128.5683937,,,,1.0,501847.75848737237
CWB379000830,35.22707826,128.6865519,,,,3.0,501847.758487372
CWB379000831,35.22709558,128.68690185,,,,3.0,501847.75848737295
CWB379000835,35.2275036,128.682374,,,,3.0,501847.75848737266
CWB379000836,35.22715943,128.6574312,,,,2.0,501847.7584873729
CWB379000837,35.2291242,128.5054326,,,,1.0,501847.75848737237
CWB379000839,35.22873543,128.5051002,,,,1.0,501847.75848737237
CWB379000840,35.22730881,128.5869178,,,,2.0,501847.7584873724
CWB379000841,35.2260625,128.6979892,,,,2.0,501847.75848737266
CWB379000843,35.22645443,128.6555832,,,,2.0,501847.758487373
CWB379000844,35.22574398,128.698655,,,,2.0,501847.758487373
CWB379000845,35.22628227,128.6550268,,,,2.0,501847.75848737196
CWB379000846,35.2256598,128.6957282,,,,2.0,501847.75848737184
CWB379000847,35.22571655,128.6959559,,,,2.0,501847.75848737225
CWB379000848,35.22731232,128.5741788,,,,4.0,501847.75848737266
CWB379000849,35.22551343,128.6896722,,,,2.0,501847.75848737237
CWB379000850,35.22524243,128.6897532,,,,2.0,501847.75848737196
CWB379000853,35.22661843,128.5731882,,,,4.0,501847.7584873721
CWB379000854,35.22633431,128.5892213,,,,3.0,501847.7584873722
CWB379000855,35.22624846,128.5889766,,,,3.0,501847.75848737324
CWB379000857,35.22491724,128.6556283,,,,2.0,501847.7584873724
CWB379000858,35.22490546,128.65591772,,,,2.0,501847.7584873724
CWB379000860,35.22436412,128.6916955,,,,3.0,501847.7584873717
CWB379000861,35.22431796,128.677381,,,,1.0,501847.75848737237
CWB379000864,35.22422143,128.6775482,,,,1.0,501847.75848737237
CWB379000865,35.22392143,128.6920842,,,,3.0,501847.75848737225
CWB379000867,35.22510057,128.5874688,,,,3.0,501847.7584873723
CWB379000868,35.22324998,128.6824166,,,,3.0,501847.75848737144
CWB379000869,35.22609495,128.5045027,,,,1.0,501847.75848737237
CWB379000870,35.22337819,128.7003512,,,,1.0,501847.75848737237
CWB379000871,35.22366235,128.6830257,,,,3.0,501847.758487373
CWB379000872,35.22329942,128.6999664,,,,1.0,501847.75848737237
CWB379000873,35.22485431,128.57951086,,,,2.0,501847.75848737307
CWB379000876,35.22366143,128.6604682,,,,1.0,501847.75848737237
CWB379000879,35.22459343,128.5709592,,,,4.0,501847.7584873724
CWB379000880,35.22332643,128.6601032,,,,1.0,501847.75848737237
CWB379000882,35.22429743,128.5711982,,,,4.0,501847.75848737266
CWB379000884,35.22393311,128.5911579,,,,2.0,501847.7584873721
CWB379000886,35.2234461,128.5912559,,,,2.0,501847.75848737254
CWB379000887,35.22201143,128.6951232,,,,3.0,501847.75848737324
CWB379000889,35.22177543,128.6958122,,,,2.0,501847.75848737225
CWB379000890,35.22180943,128.6752092,,,,1.0,501847.75848737237
CWB379000891,35.22154643,128.6803582,,,,2.0,501847.75848737225
CWB379000892,35.22149843,128.6800822,,,,2.0,501847.7584873731
CWB379000893,35.2212467,128.7008441,,,,1.0,501847.75848737237
CWB379000894,35.22294543,128.5684442,,,,3.0,501847.758487372
CWB379000895,35.22107805,128.7012886,,,,1.0,501847.75848737237
CWB379000897,35.22274829,128.5687165,,,,3.0,501847.758487373
CWB379000899,35.22232864,128.585269,,,,2.0,501847.7584873724
CWB379000900,35.22224954,128.5871527,,,,3.0,501847.7584873723
CWB379000901,35.22327452,128.502711,,,,1.0,501847.75848737237
CWB379000902,35.22326215,128.5025123,,,,1.0,501847.75848737237
CWB379000903,35.22221478,128.58494281,,,,2.0,501847.75848737184
CWB379000904,35.22243691,128.5735855,,,,4.0,501847.75848737295
CWB379000905,35.22226575,128.587365,,,,3.0,501847.75848737307
CWB379000906,35.22220884,128.59294631,,,,2.0,501847.75848737184
CWB379000907,35.2219321,128.5928506,,,,2.0,501847.7584873729
CWB379000908,35.22065795,128.6745136,,,,1.0,501847.75848737237
CWB379000909,35.22228848,128.5710904,,,,3.0,501847.75848737295
CWB379000910,35.22174804,128.5838174,,,,2.0,501847.75848737254
CWB379000912,35.22150771,128.5915099,,,,3.0,501847.75848737266
CWB379000913,35.21998943,128.6980272,,,,2.0,501847.7584873728
CWB379000914,35.22168028,128.5734731,,,,3.0,501847.75848737167
CWB379000915,35.22171122,128.5646531,,,,2.0,501847.7584873732
CWB379000916,35.22052906,128.6522214,,,,3.0,501847.7584873724
CWB379000917,35.22033682,128.6662103,,,,1.0,501847.75848737237
CWB379000918,35.22128643,128.59076,,,,3.0,501847.7584873729
CWB379000919,35.21980584,128.692468,,,,3.0,501847.7584873725
CWB379000920,35.22042199,128.6518362,,,,3.0,501847.75848737254
CWB379000924,35.22115559,128.5834955,,,,2.0,501847.7584873724
CWB379000925,35.2214637,128.5647407,,,,2.0,501847.75848737266
CWB379000926,35.2210405,128.5956308,,,,2.0,501847.7584873721
CWB379000927,35.21990836,128.6796451,,,,2.0,501847.7584873723
CWB379000928,35.22016765,128.6657587,,,,1.0,501847.75848737237
CWB379000931,35.21960268,128.6796226,,,,2.0,501847.7584873717
CWB379000933,35.2206786,128.5958915,,,,2.0,501847.7584873733
CWB379000934,35.21930543,128.6985882,,,,2.0,501847.75848737266
CWB379000935,35.22081443,128.5707652,,,,3.0,501847.7584873728
CWB379000938,35.22070343,128.5618842,,,,1.0,501847.75848737237
CWB379000940,35.21867755,128.7014442,,,,2.0,501847.758487372
CWB379000945,35.21833943,128.7023822,,,,2.0,501847.758487372
CWB379000946,35.21822611,128.7019847,,,,2.0,501847.75848737225
CWB379000948,35.21852643,128.6807132,,,,2.0,501847.7584873729
CWB379000949,35.21832492,128.6960349,,,,3.0,501847.75848737266
CWB379000950,35.2184253,128.6805624,,,,2.0,501847.7584873726
CWB379000951,35.21887471,128.5870619,81.2,44.33497536945813,,3.0,501847.75848737225
CWB379000952,35.21969293,128.58171987,,,,3.0,501847.75848737283
CWB379000953,35.2180131,128.6959144,,,,3.0,501847.7584873709
CWB379000954,35.21933543,128.6000532,,,,1.0,501847.75848737237
CWB379000955,35.21959548,128.5871657,,,,3.0,501847.7584873725
CWB379000956,35.21960534,128.5708317,,,,3.0,501847.75848737254
CWB379000957,35.21818741,128.6738091,,,,1.0,501847.75848737237
CWB379000958,35.21964243,128.5614782,,,,2.0,501847.7584873724
CWB379000959,35.21922026,128.6730425,,,,1.0,501847.75848737237
CWB379000960,35.21916743,128.5814862,,,,3.0,501847.7584873735
CWB379000961,35.21756757,128.6939911,,,,4.0,501847.7584873725
CWB379000962,35.2192542,128.5747426,,,,4.0,501847.758487373
CWB379000964,35.21793028,128.670417,,,,1.0,501847.75848737237
CWB379000966,35.21873251,128.6010381,,,,1.0,501847.75848737237
CWB379000967,35.21774543,128.6720982,,,,1.0,501847.75848737237
CWB379000971,35.21891053,128.5745036,,,,4.0,501847.75848737336
CWB379000972,35.21984703,128.5017292,,,,1.0,501847.75848737237
CWB379000973,35.21980725,128.5016146,,,,1.0,501847.75848737237
CWB379000974,35.21746775,128.6704202,,,,1.0,501847.75848737237
CWB379000976,35.21879043,128.56796358,,,,3.0,501847.7584873715
CWB379000977,35.2186309,128.560853,,,,2.0,501847.7584873729
CWB379000978,35.21848343,128.5671412,,,,3.0,501847.7584873723
CWB379000980,35.21866943,128.5638082,,,,2.0,501847.75848737237
CWB379000981,35.21845943,128.5705432,,,,3.0,501847.75848737196
CWB379000983,35.21843263,128.5649448,,,,2.0,501847.7584873722
CWB379000985,35.21690156,128.6821283,,,,3.0,501847.7584873715
CWB379000986,35.21789929,128.6050208,,,,1.0,501847.75848737237
CWB379000987,35.21680543,128.6823582,,,,3.0,501847.7584873728
CWB379000989,35.21765594,128.604899,,,,1.0,501847.75848737237
CWB379000991,35.21632743,128.6705552,,,,1.0,501847.75848737237
CWB379000992,35.21630343,128.6708502,,,,1.0,501847.75848737237
CWB379000993,35.21709844,128.6081158,,,,1.0,501847.75848737237
CWB379000994,35.21714366,128.6775706,,,,2.0,501847.75848737167
CWB379000995,35.21568401,128.7058056,,,,2.0,501847.7584873714
CWB379000997,35.21730598,128.5795445,,,,5.0,501847.7584873719
CWB379000998,35.21674097,128.6083271,,,,1.0,501847.75848737237
CWB379000999,35.21549171,128.7058828,,,,2.0,501847.75848737225
CWB379001000,35.21710643,128.5790712,,,,5.0,501847.7584873721
CWB379001001,35.21718626,128.677278,,,,2.0,501847.7584873724
CWB379001002,35.21525343,128.7089232,,,,2.0,501847.75848737225
CWB379001003,35.21656301,128.56092248,,,,2.0,501847.7584873723
CWB379001005,35.21602443,128.6452682,,,,1.0,501847.75848737237
CWB379001006,35.21468846,128.7089155,,,,2.0,501847.75848737254
CWB379001007,35.21574743,128.6453142,,,,1.0,501847.75848737237
CWB379001008,35.21608903,128.56447703,,,,2.0,501847.75848737225
